,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,100.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,33.0,23.0,66.0,44.0,56.0,22.0,45.0,23.0,21.0,46.0,0.0,22.0,0.0,0.0,0.0,21.0,21.0,0.0
298,54.0,50.0,55.0,29.0,51.0,43.0,37.0,49.0,44.0,40.0,39.0,28.0,27.0,32.0,33.0,43.0,48.0,50.0,100.0,71.0,72.0,54.0,60.0,44.0,66.0,53.0,44.0,35.0,40.0,39.0,39.0,28.0,35.0,37.0,41.0,29.0,30.0,31.0,26.0,32.0,40.0,28.0,29.0,29.0,25.0,24.0,24.0,29.0,24.0,28.0,24.0,22.0,18.0,30.0,22.0,18.0,18.0,17.0,14.0,14.0,20.0,27.0,24.0,19.0,22.0,15.0,20.0,18.0,22.0,21.0,22.0,37.0,31.0,24.0,21.0,18.0,25.0,31.0,31.0,29.0,23.0,21.0,16.0,17.0,12.0,13.0,22.0,19.0,23.0,13.0,19.0,15.0,18.0,15.0,12.0
299,31.0,31.0,26.0,32.0,30.0,28.0,29.0,31.0,28.0,27.0,24.0,24.0,26.0,26.0,26.0,26.0,27.0,29.0,28.0,34.0,34.0,28.0,45.0,31.0,32.0,30.0,32.0,30.0,33.0,34.0,54.0,64.0,52.0,60.0,45.0,46.0,50.0,51.0,85.0,100.0,79.0,65.0,58.0,52.0,51.0,50.0,53.0,52.0,59.0,49.0,71.0,50.0,47.0,43.0,46.0,49.0,47.0,52.0,48.0,40.0,44.0,43.0,58.0,45.0,45.0,55.0,44.0,40.0,38.0,36.0,34.0,33.0,63.0,47.0,36.0,40.0,43.0,35.0,35.0,35.0,34.0,34.0,31.0,31.0,30.0,28.0,36.0,29.0,27.0,25.0,28.0,30.0,28.0,27.0,23.0
301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,13.0,29.0,58.0,61.0,65.0,100.0,75.0,52.0,48.0,35.0,31.0,26.0,26.0,21.0,39.0,35.0,29.0,20.0,15.0,12.0,11.0,10.0,9.0,10.0,8.0,10.0,11.0,10.0,10.0,8.0,13.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,27.0,12.0,10.0,25.0,12.0,12.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,7.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
303,5.0,6.0,11.0,16.0,46.0,29.0,28.0,28.0,24.0,20.0,18.0,18.0,22.0,22.0,100.0,43.0,33.0,22.0,21.0,18.0,15.0,14.0,9.0,9.0,9.0,10.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,8.0,17.0,39.0,37.0,33.0,28.0,24.0,22.0,20.0,16.0,26.0,25.0,21.0,88.0,27.0,18.0,16.0,13.0,16.0,14.0,12.0,8.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0
307,71.0,69.0,86.0,98.0,89.0,100.0,94.0,84.0,67.0,74.0,75.0,64.0,63.0,59.0,52.0,40.0,47.0,42.0,44.0,42.0,39.0,40.0,40.0,42.0,42.0,42.0,38.0,49.0,45.0,64.0,82.0,76.0,37.0,58.0,51.0,34.0,53.0,46.0,78.0,71.0,47.0,42.0,62.0,37.0,47.0,52.0,48.0,48.0,43.0,32.0,35.0,37.0,36.0,31.0,24.0,35.0,23.0,28.0,20.0,26.0,36.0,27.0,22.0,28.0,29.0,21.0,32.0,23.0,25.0,18.0,31.0,23.0,22.0,20.0,26.0,23.0,20.0,25.0,25.0,18.0,26.0,18.0,20.0,19.0,19.0,20.0,21.0,21.0,18.0,14.0,14.0,15.0,23.0,16.0,26.0
308,73.0,53.0,61.0,52.0,100.0,57.0,47.0,40.0,32.0,48.0,49.0,49.0,69.0,67.0,63.0,56.0,47.0,49.0,35.0,33.0,50.0,34.0,34.0,38.0,60.0,44.0,49.0,36.0,35.0,33.0,32.0,25.0,33.0,35.0,33.0,34.0,58.0,54.0,73.0,45.0,38.0,41.0,36.0,30.0,33.0,49.0,50.0,50.0,61.0,47.0,50.0,41.0,37.0,37.0,39.0,37.0,32.0,38.0,38.0,40.0,57.0,49.0,48.0,39.0,39.0,37.0,33.0,34.0,37.0,38.0,48.0,51.0,67.0,51.0,59.0,53.0,52.0,47.0,53.0,43.0,65.0,68.0,64.0,51.0,64.0,53.0,61.0,58.0,55.0,57.0,55.0,67.0,66.0,94.0,91.0
309,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,12.0,12.0,12.0,11.0,12.0,0.0,0.0,16.0,11.0,10.0,10.0,30.0,10.0,29.0,10.0,9.0,10.0,9.0,9.0,9.0,16.0,10.0,10.0,24.0,18.0,0.0,9.0,22.0,33.0,34.0,31.0,17.0,35.0,0.0,13.0,17.0,16.0,12.0,28.0,12.0,22.0,16.0,25.0,12.0,30.0,44.0,22.0,9.0,25.0,25.0,32.0,15.0,17.0,19.0,40.0,8.0,100.0,37.0,23.0,28.0,15.0,15.0,39.0,18.0,20.0,21.0,30.0,11.0,22.0,11.0,11.0,7.0,28.0,7.0,7.0,10.0,19.0,0.0,7.0,7.0,22.0,14.0,10.0,17.0,19.0
312,0.0,0.0,0.0,13.0,13.0,13.0,0.0,26.0,0.0,0.0,0.0,0.0,12.0,11.0,17.0,10.0,26.0,62.0,28.0,24.0,10.0,27.0,32.0,23.0,36.0,21.0,20.0,18.0,9.0,9.0,31.0,20.0,10.0,0.0,9.0,28.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,8.0,12.0,8.0,0.0,12.0,16.0,17.0,36.0,100.0,64.0,45.0,52.0,45.0,27.0,27.0,26.0,50.0,35.0,28.0,23.0,33.0,35.0,8.0,21.0,18.0,13.0,19.0,26.0,21.0,17.0,12.0,29.0,15.0,12.0,7.0,11.0,12.0,12.0,29.0,7.0,0.0,7.0,7.0,18.0,7.0,7.0,9.0,10.0,6.0
314,29.0,33.0,31.0,23.0,17.0,21.0,25.0,29.0,21.0,24.0,33.0,25.0,27.0,35.0,29.0,22.0,22.0,24.0,44.0,37.0,38.0,31.0,43.0,29.0,30.0,38.0,28.0,36.0,19.0,17.0,26.0,25.0,19.0,30.0,22.0,19.0,26.0,31.0,27.0,39.0,52.0,89.0,63.0,61.0,52.0,59.0,57.0,49.0,44.0,50.0,63.0,64.0,52.0,42.0,50.0,39.0,80.0,60.0,100.0,72.0,54.0,74.0,73.0,52.0,49.0,50.0,52.0,60.0,40.0,26.0,43.0,47.0,37.0,34.0,36.0,44.0,50.0,42.0,36.0,34.0,31.0,27.0,31.0,24.0,39.0,27.0,25.0,24.0,21.0,28.0,24.0,18.0,28.0,25.0,25.0
315,0.0,65.0,34.0,61.0,0.0,31.0,0.0,0.0,30.0,0.0,28.0,42.0,28.0,25.0,0.0,25.0,25.0,0.0,25.0,24.0,24.0,24.0,23.0,58.0,23.0,22.0,48.0,21.0,33.0,22.0,49.0,24.0,24.0,23.0,22.0,23.0,22.0,21.0,0.0,20.0,43.0,27.0,21.0,41.0,31.0,60.0,81.0,52.0,29.0,30.0,48.0,19.0,20.0,49.0,61.0,49.0,22.0,31.0,40.0,19.0,20.0,46.0,80.0,65.0,70.0,65.0,33.0,59.0,68.0,64.0,45.0,37.0,43.0,34.0,50.0,26.0,71.0,34.0,100.0,17.0,23.0,87.0,22.0,58.0,41.0,50.0,54.0,17.0,0.0,25.0,26.0,62.0,61.0,22.0,31.0
319,26.0,19.0,18.0,16.0,15.0,14.0,14.0,14.0,12.0,12.0,16.0,14.0,20.0,16.0,13.0,15.0,15.0,13.0,13.0,12.0,11.0,11.0,11.0,13.0,18.0,14.0,13.0,11.0,12.0,13.0,13.0,13.0,10.0,11.0,12.0,12.0,20.0,14.0,13.0,12.0,10.0,14.0,13.0,11.0,10.0,10.0,11.0,13.0,21.0,14.0,11.0,11.0,11.0,11.0,11.0,10.0,9.0,9.0,9.0,11.0,17.0,12.0,10.0,10.0,11.0,11.0,10.0,10.0,9.0,13.0,19.0,22.0,31.0,26.0,32.0,36.0,40.0,100.0,49.0,23.0,22.0,32.0,28.0,22.0,32.0,23.0,19.0,20.0,23.0,38.0,18.0,16.0,12.0,10.0,10.0
320,100.0,88.0,85.0,75.0,79.0,74.0,72.0,73.0,67.0,74.0,77.0,78.0,87.0,75.0,74.0,74.0,65.0,66.0,68.0,59.0,60.0,70.0,68.0,71.0,77.0,72.0,66.0,71.0,60.0,61.0,53.0,56.0,66.0,63.0,69.0,73.0,88.0,75.0,67.0,61.0,66.0,74.0,66.0,58.0,61.0,59.0,64.0,61.0,69.0,63.0,68.0,58.0,58.0,55.0,53.0,52.0,54.0,61.0,77.0,66.0,88.0,81.0,99.0,68.0,67.0,58.0,58.0,61.0,69.0,80.0,78.0,85.0,75.0,76.0,87.0,79.0,64.0,53.0,49.0,53.0,56.0,58.0,60.0,58.0,61.0,74.0,57.0,57.0,76.0,57.0,51.0,58.0,71.0,59.0,71.0
321,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,16.0,8.0,8.0,21.0,10.0,10.0,10.0,8.0,5.0,6.0,5.0,14.0,7.0,19.0,30.0,14.0,20.0,15.0,15.0,7.0,6.0,9.0,8.0,14.0,7.0,29.0,39.0,46.0,6.0,8.0,7.0,15.0,22.0,5.0,10.0,18.0,12.0,18.0,12.0,19.0,36.0,15.0,13.0,17.0,16.0,16.0,9.0,9.0,25.0,42.0,100.0,84.0,10.0,4.0,7.0,9.0,8.0,4.0,0.0,11.0,5.0,9.0,7.0,4.0,12.0,6.0,5.0,6.0,7.0,7.0,10.0,7.0,8.0,15.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,6.0
322,42.0,47.0,47.0,39.0,43.0,42.0,58.0,52.0,55.0,100.0,55.0,44.0,45.0,45.0,52.0,40.0,35.0,36.0,37.0,38.0,38.0,39.0,64.0,37.0,31.0,33.0,34.0,37.0,28.0,25.0,27.0,30.0,30.0,25.0,21.0,21.0,20.0,22.0,24.0,22.0,24.0,21.0,21.0,25.0,24.0,23.0,17.0,17.0,20.0,17.0,15.0,18.0,25.0,24.0,31.0,27.0,16.0,19.0,15.0,16.0,12.0,17.0,18.0,17.0,14.0,13.0,17.0,17.0,14.0,18.0,16.0,12.0,12.0,25.0,36.0,23.0,15.0,12.0,14.0,19.0,15.0,13.0,12.0,10.0,11.0,14.0,13.0,12.0,10.0,12.0,16.0,16.0,16.0,17.0,20.0
323,47.0,47.0,89.0,50.0,48.0,71.0,35.0,30.0,56.0,71.0,48.0,31.0,45.0,47.0,36.0,64.0,44.0,64.0,53.0,31.0,36.0,53.0,45.0,23.0,58.0,59.0,67.0,63.0,36.0,57.0,37.0,48.0,71.0,60.0,68.0,58.0,60.0,90.0,75.0,60.0,60.0,65.0,65.0,73.0,70.0,44.0,76.0,62.0,72.0,49.0,100.0,57.0,62.0,65.0,53.0,57.0,55.0,39.0,62.0,32.0,38.0,53.0,73.0,39.0,66.0,62.0,59.0,36.0,55.0,30.0,38.0,45.0,52.0,72.0,91.0,42.0,57.0,51.0,85.0,70.0,72.0,75.0,62.0,59.0,63.0,64.0,69.0,60.0,60.0,79.0,66.0,66.0,58.0,56.0,76.0
324,9.0,5.0,8.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,9.0,12.0,6.0,5.0,4.0,4.0,4.0,4.0,8.0,4.0,6.0,5.0,6.0,8.0,9.0,8.0,9.0,10.0,10.0,8.0,9.0,7.0,22.0,29.0,22.0,37.0,17.0,32.0,28.0,18.0,17.0,21.0,17.0,13.0,25.0,13.0,24.0,40.0,47.0,100.0,62.0,60.0,35.0,28.0,34.0,25.0,18.0,37.0,48.0,40.0,25.0,42.0,45.0,34.0,27.0,27.0,30.0,33.0,26.0,37.0,29.0,34.0,42.0,93.0,58.0,40.0,29.0,33.0,26.0,35.0,37.0,42.0,56.0,26.0,23.0,31.0,28.0,20.0,18.0,25.0,15.0,16.0,28.0,33.0
325,100.0,99.0,84.0,93.0,90.0,99.0,93.0,92.0,89.0,81.0,85.0,88.0,76.0,73.0,69.0,70.0,72.0,70.0,70.0,72.0,76.0,71.0,74.0,70.0,62.0,65.0,64.0,62.0,64.0,77.0,81.0,77.0,76.0,73.0,68.0,79.0,67.0,63.0,83.0,86.0,62.0,63.0,65.0,67.0,68.0,60.0,63.0,69.0,62.0,58.0,54.0,50.0,53.0,55.0,51.0,50.0,51.0,64.0,64.0,50.0,46.0,48.0,43.0,39.0,39.0,37.0,40.0,39.0,39.0,39.0,42.0,37.0,39.0,43.0,38.0,37.0,41.0,40.0,52.0,42.0,39.0,39.0,37.0,37.0,42.0,44.0,35.0,35.0,38.0,39.0,35.0,40.0,36.0,36.0,39.0
326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,6.0,4.0,3.0,3.0,5.0,3.0,3.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,3.0,14.0,18.0,3.0,6.0,4.0,4.0,4.0,2.0,4.0,9.0,5.0,5.0,7.0,2.0,4.0,4.0,17.0,16.0,10.0,11.0,11.0,15.0,8.0,9.0,7.0,7.0,12.0,32.0,35.0,20.0,17.0,21.0,22.0,27.0,28.0,23.0,31.0,25.0,100.0,80.0,63.0
327,0.0,0.0,0.0,39.0,0.0,0.0,39.0,76.0,0.0,38.0,34.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,62.0,0.0,100.0,30.0,0.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,30.0,29.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,25.0,25.0,75.0,23.0,48.0,36.0,0.0,0.0,24.0,0.0,25.0,0.0,0.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,22.0,21.0,21.0,22.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,64.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,33.0,59.0,46.0,30.0,0.0,0.0,0.0,60.0,29.0,0.0,0.0,0.0,63.0,57.0,30.0,29.0,45.0,57.0,29.0,42.0,0.0
329,20.0,17.0,18.0,16.0,16.0,18.0,13.0,12.0,12.0,10.0,11.0,11.0,12.0,12.0,10.0,11.0,10.0,13.0,11.0,10.0,11.0,10.0,12.0,10.0,11.0,13.0,12.0,13.0,12.0,12.0,12.0,20.0,36.0,40.0,48.0,50.0,40.0,37.0,35.0,36.0,31.0,24.0,25.0,20.0,19.0,17.0,17.0,18.0,17.0,16.0,17.0,14.0,15.0,12.0,12.0,12.0,10.0,12.0,11.0,10.0,11.0,9.0,9.0,12.0,10.0,10.0,8.0,9.0,9.0,14.0,11.0,9.0,9.0,11.0,10.0,9.0,9.0,12.0,9.0,15.0,22.0,88.0,100.0,68.0,46.0,52.0,40.0,49.0,30.0,31.0,13.0,13.0,12.0,13.0,11.0
331,0.0,0.0,21.0,20.0,43.0,20.0,21.0,33.0,40.0,0.0,18.0,0.0,0.0,25.0,0.0,16.0,0.0,16.0,41.0,48.0,38.0,42.0,40.0,30.0,35.0,14.0,23.0,18.0,14.0,29.0,24.0,37.0,24.0,100.0,48.0,24.0,29.0,23.0,24.0,20.0,18.0,35.0,36.0,35.0,39.0,17.0,16.0,29.0,17.0,26.0,23.0,46.0,17.0,21.0,22.0,34.0,21.0,20.0,22.0,26.0,34.0,18.0,39.0,12.0,37.0,42.0,43.0,30.0,42.0,33.0,35.0,24.0,41.0,33.0,24.0,22.0,12.0,22.0,30.0,15.0,15.0,11.0,11.0,23.0,19.0,26.0,23.0,18.0,23.0,18.0,11.0,11.0,11.0,11.0,10.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0,12.0,30.0,28.0,27.0,22.0,88.0,76.0,77.0,60.0,76.0,82.0,51.0,55.0,52.0,100.0,73.0,44.0,35.0,31.0,26.0,22.0,26.0,21.0,24.0,25.0,74.0,60.0,40.0
334,74.0,67.0,59.0,92.0,62.0,72.0,60.0,58.0,57.0,60.0,91.0,67.0,74.0,85.0,100.0,64.0,65.0,78.0,57.0,52.0,55.0,52.0,51.0,70.0,62.0,60.0,56.0,65.0,82.0,60.0,57.0,53.0,55.0,51.0,49.0,56.0,58.0,59.0,59.0,55.0,52.0,77.0,61.0,47.0,59.0,68.0,52.0,42.0,52.0,55.0,53.0,39.0,41.0,54.0,49.0,37.0,35.0,33.0,41.0,35.0,37.0,56.0,39.0,33.0,38.0,35.0,28.0,32.0,35.0,29.0,40.0,32.0,41.0,38.0,29.0,29.0,29.0,28.0,24.0,36.0,36.0,52.0,36.0,27.0,34.0,38.0,28.0,28.0,26.0,29.0,26.0,26.0,29.0,35.0,25.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,20.0,18.0,9.0,9.0,9.0,13.0,0.0,9.0,11.0,8.0,9.0,13.0,0.0,20.0,17.0,34.0,12.0,23.0,18.0,33.0,17.0,11.0,17.0,32.0,46.0,41.0,69.0,24.0,55.0,42.0,43.0,55.0,55.0,50.0,30.0,60.0,55.0,62.0,54.0,100.0,56.0,45.0,55.0,53.0,73.0,52.0,64.0,32.0,47.0,48.0,43.0,40.0,62.0,44.0,22.0,38.0,38.0
336,10.0,15.0,21.0,15.0,15.0,9.0,6.0,11.0,7.0,9.0,12.0,16.0,15.0,15.0,15.0,9.0,11.0,12.0,6.0,3.0,9.0,5.0,7.0,13.0,11.0,8.0,4.0,10.0,5.0,6.0,3.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0,8.0,11.0,19.0,8.0,8.0,6.0,6.0,6.0,9.0,12.0,12.0,100.0,29.0,14.0,13.0,19.0,8.0,12.0,21.0,17.0,48.0,37.0,26.0,42.0,32.0,15.0,19.0,17.0,20.0,29.0,10.0,14.0,14.0,18.0,11.0,16.0,14.0,19.0,11.0,9.0,10.0,8.0,9.0,21.0,38.0,13.0,13.0,22.0,14.0,14.0,12.0,8.0,13.0,21.0,8.0,8.0,8.0
337,0.0,19.0,32.0,24.0,19.0,36.0,18.0,36.0,18.0,18.0,38.0,22.0,49.0,25.0,24.0,29.0,30.0,29.0,22.0,0.0,53.0,47.0,81.0,32.0,91.0,85.0,74.0,37.0,48.0,100.0,24.0,21.0,33.0,36.0,52.0,44.0,43.0,37.0,31.0,72.0,95.0,48.0,57.0,28.0,59.0,35.0,22.0,19.0,11.0,35.0,24.0,19.0,36.0,31.0,18.0,25.0,25.0,37.0,31.0,39.0,27.0,36.0,31.0,31.0,17.0,29.0,27.0,31.0,25.0,28.0,28.0,27.0,29.0,23.0,37.0,50.0,28.0,13.0,24.0,30.0,20.0,24.0,13.0,35.0,21.0,30.0,14.0,16.0,10.0,13.0,10.0,23.0,10.0,16.0,14.0
341,65.0,40.0,42.0,39.0,100.0,66.0,60.0,48.0,57.0,19.0,17.0,18.0,71.0,32.0,26.0,16.0,24.0,31.0,31.0,23.0,15.0,46.0,15.0,15.0,14.0,14.0,0.0,53.0,0.0,55.0,23.0,15.0,15.0,0.0,27.0,28.0,14.0,0.0,14.0,13.0,13.0,26.0,27.0,13.0,19.0,13.0,12.0,12.0,0.0,13.0,13.0,18.0,38.0,0.0,19.0,20.0,27.0,13.0,13.0,12.0,31.0,12.0,25.0,0.0,35.0,12.0,0.0,25.0,23.0,24.0,17.0,12.0,0.0,16.0,18.0,0.0,0.0,0.0,11.0,11.0,16.0,0.0,21.0,16.0,0.0,11.0,0.0,11.0,11.0,10.0,0.0,10.0,21.0,10.0,19.0
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,9.0,7.0,8.0,9.0,17.0,10.0,9.0,12.0,9.0,13.0,14.0,39.0,28.0,19.0,41.0,14.0,20.0,14.0,9.0,33.0,13.0,32.0,100.0,57.0,61.0,72.0,33.0,69.0,59.0,51.0,46.0,44.0,47.0,41.0,32.0,51.0,32.0,23.0,33.0,31.0,31.0,23.0,36.0,22.0,24.0,22.0,18.0,25.0,26.0,36.0,20.0,18.0,29.0,18.0,19.0,9.0,11.0,18.0,17.0,25.0,22.0,13.0,18.0,14.0,20.0,21.0,31.0,34.0,33.0,35.0,27.0,27.0,23.0,38.0,35.0,57.0,69.0,36.0,41.0,31.0,43.0,41.0,37.0,34.0,29.0,35.0,27.0,32.0,42.0,36.0,30.0,16.0,19.0,27.0,24.0
345,26.0,36.0,32.0,88.0,100.0,77.0,48.0,25.0,28.0,17.0,15.0,14.0,26.0,19.0,21.0,11.0,13.0,13.0,13.0,9.0,11.0,10.0,12.0,9.0,9.0,8.0,9.0,12.0,8.0,12.0,27.0,20.0,40.0,27.0,16.0,9.0,14.0,8.0,9.0,10.0,5.0,10.0,5.0,8.0,7.0,8.0,8.0,5.0,7.0,6.0,6.0,6.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0
346,26.0,28.0,25.0,29.0,36.0,30.0,30.0,29.0,31.0,31.0,28.0,33.0,28.0,29.0,31.0,29.0,29.0,27.0,31.0,24.0,28.0,29.0,26.0,29.0,29.0,30.0,28.0,26.0,28.0,33.0,26.0,29.0,29.0,29.0,28.0,27.0,28.0,30.0,27.0,24.0,25.0,23.0,25.0,22.0,27.0,22.0,23.0,24.0,24.0,22.0,22.0,23.0,22.0,24.0,20.0,20.0,45.0,37.0,40.0,35.0,49.0,44.0,45.0,44.0,52.0,36.0,40.0,43.0,41.0,41.0,38.0,39.0,35.0,31.0,33.0,32.0,30.0,30.0,28.0,32.0,31.0,100.0,59.0,43.0,50.0,69.0,39.0,42.0,41.0,30.0,32.0,26.0,27.0,26.0,29.0
347,84.0,66.0,46.0,100.0,89.0,41.0,29.0,64.0,21.0,57.0,29.0,45.0,19.0,47.0,77.0,35.0,47.0,51.0,36.0,52.0,46.0,72.0,40.0,32.0,32.0,15.0,44.0,22.0,31.0,23.0,42.0,42.0,17.0,49.0,20.0,31.0,30.0,50.0,36.0,19.0,22.0,64.0,14.0,14.0,14.0,23.0,32.0,13.0,22.0,18.0,53.0,62.0,89.0,36.0,43.0,22.0,35.0,14.0,23.0,18.0,13.0,21.0,18.0,21.0,40.0,13.0,46.0,27.0,0.0,20.0,25.0,19.0,26.0,18.0,0.0,30.0,12.0,12.0,0.0,12.0,24.0,12.0,17.0,12.0,0.0,35.0,0.0,12.0,18.0,27.0,12.0,12.0,11.0,11.0,11.0
348,0.0,35.0,36.0,0.0,35.0,33.0,0.0,33.0,49.0,100.0,30.0,31.0,61.0,28.0,60.0,0.0,42.0,27.0,28.0,0.0,27.0,35.0,25.0,25.0,25.0,0.0,26.0,0.0,49.0,60.0,40.0,0.0,0.0,25.0,72.0,25.0,0.0,23.0,25.0,22.0,46.0,33.0,79.0,22.0,33.0,32.0,41.0,53.0,92.0,54.0,23.0,53.0,44.0,43.0,0.0,23.0,23.0,23.0,29.0,32.0,78.0,40.0,22.0,19.0,21.0,27.0,33.0,21.0,61.0,35.0,39.0,59.0,40.0,19.0,41.0,37.0,26.0,25.0,29.0,19.0,37.0,38.0,24.0,0.0,0.0,37.0,26.0,18.0,19.0,0.0,19.0,18.0,27.0,18.0,25.0
