,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01
349,53.0,38.0,61.0,40.0,58.0,77.0,79.0,100.0,84.0,65.0,56.0,63.0,58.0,51.0,82.0,51.0,44.0,47.0,53.0,30.0,37.0,39.0,39.0,42.0,40.0,45.0,68.0,35.0,40.0,40.0,45.0,33.0,36.0,32.0,29.0,43.0,35.0,44.0,92.0,54.0,52.0,53.0,48.0,53.0,59.0,58.0,48.0,49.0,59.0,59.0,84.0,58.0,63.0,55.0,57.0,41.0,41.0,48.0,48.0,52.0,53.0,51.0,68.0,59.0,43.0,55.0,52.0,42.0,47.0,44.0,42.0,63.0,53.0,63.0,71.0,42.0,49.0,44.0,44.0,54.0,54.0,53.0,60.0,47.0,54.0,65.0,59.0,45.0,44.0,36.0,38.0,37.0,30.0,36.0,36.0
350,93.0,76.0,76.0,78.0,76.0,69.0,66.0,64.0,65.0,65.0,66.0,69.0,88.0,67.0,67.0,68.0,67.0,66.0,63.0,63.0,67.0,68.0,71.0,76.0,94.0,72.0,70.0,70.0,78.0,74.0,67.0,68.0,69.0,71.0,74.0,75.0,100.0,74.0,71.0,67.0,63.0,66.0,67.0,64.0,62.0,58.0,61.0,64.0,84.0,70.0,64.0,64.0,61.0,63.0,60.0,57.0,57.0,58.0,59.0,59.0,79.0,69.0,64.0,64.0,60.0,58.0,54.0,56.0,56.0,54.0,57.0,69.0,82.0,55.0,55.0,58.0,60.0,57.0,51.0,54.0,54.0,54.0,55.0,62.0,87.0,57.0,61.0,60.0,65.0,61.0,55.0,58.0,60.0,53.0,52.0
352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,17.0,9.0,11.0,10.0,11.0,11.0,13.0,63.0,52.0,40.0,35.0,45.0,48.0,49.0,39.0,49.0,43.0,43.0,49.0,99.0,69.0,50.0,39.0,35.0,43.0,35.0,34.0,39.0,45.0,39.0,36.0,47.0,100.0,67.0,40.0,32.0,31.0,32.0,32.0,30.0,23.0,22.0,21.0,19.0,20.0,19.0,27.0,18.0,15.0,20.0,21.0,17.0,15.0,11.0,14.0,20.0,15.0,37.0,30.0,24.0,27.0,18.0,17.0,13.0,11.0,12.0,12.0,11.0,12.0,8.0
354,37.0,38.0,38.0,37.0,39.0,39.0,37.0,37.0,37.0,36.0,34.0,33.0,37.0,36.0,41.0,37.0,37.0,36.0,36.0,35.0,35.0,32.0,35.0,33.0,37.0,35.0,38.0,37.0,39.0,36.0,38.0,37.0,37.0,34.0,35.0,44.0,41.0,50.0,58.0,50.0,54.0,45.0,40.0,49.0,100.0,47.0,38.0,37.0,41.0,37.0,38.0,35.0,34.0,38.0,33.0,33.0,43.0,48.0,36.0,32.0,34.0,35.0,33.0,32.0,33.0,29.0,29.0,30.0,29.0,28.0,28.0,29.0,34.0,36.0,35.0,33.0,32.0,33.0,31.0,33.0,31.0,29.0,30.0,42.0,34.0,34.0,31.0,31.0,31.0,29.0,30.0,29.0,29.0,27.0,26.0
356,0.0,0.0,53.0,49.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,40.0,0.0,40.0,0.0,40.0,0.0,38.0,0.0,37.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,36.0,70.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,34.0,0.0,100.0,32.0,0.0,46.0,0.0,0.0,28.0,30.0,0.0,0.0,31.0,0.0,30.0,58.0,29.0,0.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,27.0,28.0,27.0,0.0,26.0,55.0,0.0,0.0,0.0,27.0,26.0,25.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,99.0,100.0,71.0,0.0,47.0,0.0,47.0,0.0,0.0,47.0,47.0,0.0
360,0.0,9.0,0.0,13.0,9.0,0.0,9.0,13.0,8.0,8.0,8.0,10.0,8.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,10.0,10.0,0.0,6.0,6.0,6.0,13.0,18.0,9.0,12.0,10.0,31.0,33.0,55.0,32.0,25.0,31.0,36.0,15.0,24.0,25.0,6.0,15.0,11.0,20.0,11.0,13.0,7.0,9.0,16.0,15.0,11.0,7.0,15.0,15.0,14.0,6.0,15.0,13.0,16.0,14.0,19.0,49.0,52.0,40.0,100.0,49.0,56.0,50.0,61.0,55.0,62.0,42.0,51.0,61.0,33.0,49.0,24.0,24.0,32.0,19.0,14.0,17.0,16.0,8.0,18.0,17.0,21.0,24.0,21.0,19.0,15.0,26.0,11.0,23.0
361,90.0,66.0,63.0,55.0,54.0,59.0,48.0,46.0,51.0,66.0,48.0,51.0,37.0,36.0,34.0,28.0,24.0,25.0,23.0,34.0,93.0,57.0,57.0,78.0,53.0,39.0,33.0,43.0,34.0,32.0,27.0,27.0,28.0,29.0,24.0,23.0,24.0,21.0,61.0,24.0,17.0,18.0,19.0,17.0,16.0,18.0,23.0,20.0,21.0,29.0,53.0,20.0,14.0,15.0,16.0,19.0,17.0,28.0,41.0,24.0,28.0,19.0,99.0,23.0,26.0,22.0,20.0,18.0,18.0,27.0,18.0,16.0,14.0,16.0,13.0,10.0,10.0,9.0,11.0,10.0,14.0,20.0,51.0,35.0,28.0,44.0,100.0,54.0,27.0,26.0,29.0,29.0,21.0,18.0,20.0
364,100.0,97.0,97.0,92.0,83.0,79.0,81.0,78.0,81.0,74.0,71.0,82.0,72.0,70.0,75.0,73.0,73.0,84.0,71.0,68.0,64.0,68.0,63.0,62.0,75.0,63.0,66.0,63.0,64.0,63.0,61.0,63.0,58.0,58.0,57.0,59.0,61.0,60.0,61.0,57.0,55.0,55.0,56.0,52.0,52.0,54.0,49.0,51.0,51.0,52.0,52.0,51.0,51.0,50.0,46.0,53.0,47.0,52.0,48.0,45.0,48.0,46.0,48.0,46.0,45.0,47.0,44.0,44.0,44.0,40.0,42.0,42.0,42.0,41.0,42.0,43.0,43.0,43.0,43.0,43.0,39.0,41.0,39.0,46.0,42.0,42.0,41.0,41.0,43.0,40.0,39.0,40.0,38.0,42.0,45.0
366,27.0,35.0,33.0,77.0,33.0,22.0,26.0,26.0,36.0,18.0,39.0,25.0,27.0,29.0,32.0,88.0,25.0,34.0,33.0,24.0,41.0,25.0,40.0,28.0,25.0,36.0,26.0,64.0,36.0,28.0,34.0,40.0,55.0,61.0,62.0,43.0,30.0,28.0,34.0,71.0,51.0,26.0,44.0,30.0,30.0,33.0,68.0,24.0,30.0,42.0,34.0,79.0,29.0,29.0,34.0,31.0,20.0,27.0,36.0,20.0,23.0,21.0,28.0,100.0,31.0,26.0,31.0,24.0,25.0,23.0,38.0,27.0,21.0,26.0,25.0,89.0,45.0,29.0,23.0,25.0,24.0,19.0,35.0,27.0,40.0,28.0,30.0,90.0,27.0,23.0,28.0,29.0,29.0,25.0,36.0
367,29.0,13.0,0.0,26.0,20.0,13.0,60.0,46.0,19.0,32.0,29.0,30.0,24.0,11.0,23.0,16.0,16.0,26.0,64.0,100.0,78.0,51.0,49.0,50.0,40.0,41.0,35.0,36.0,38.0,47.0,31.0,36.0,51.0,49.0,75.0,63.0,33.0,40.0,43.0,35.0,22.0,39.0,13.0,39.0,17.0,34.0,20.0,33.0,58.0,25.0,31.0,25.0,34.0,29.0,18.0,9.0,18.0,27.0,13.0,42.0,58.0,31.0,26.0,41.0,20.0,20.0,42.0,41.0,28.0,32.0,27.0,15.0,39.0,40.0,24.0,7.0,19.0,44.0,22.0,44.0,29.0,18.0,28.0,37.0,15.0,29.0,31.0,18.0,15.0,46.0,80.0,50.0,28.0,28.0,39.0
368,100.0,46.0,48.0,90.0,93.0,44.0,46.0,67.0,0.0,0.0,40.0,41.0,0.0,37.0,0.0,36.0,72.0,35.0,55.0,54.0,53.0,35.0,33.0,68.0,34.0,47.0,34.0,31.0,65.0,0.0,36.0,0.0,35.0,33.0,32.0,33.0,80.0,0.0,33.0,0.0,0.0,0.0,30.0,30.0,58.0,29.0,27.0,28.0,28.0,72.0,30.0,28.0,44.0,71.0,0.0,30.0,0.0,45.0,29.0,57.0,28.0,27.0,29.0,25.0,55.0,54.0,29.0,0.0,0.0,55.0,26.0,27.0,27.0,25.0,0.0,49.0,0.0,37.0,51.0,25.0,74.0,25.0,48.0,25.0,64.0,24.0,39.0,24.0,75.0,24.0,25.0,24.0,24.0,24.0,34.0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.0,40.0,76.0,73.0,53.0,88.0,52.0,33.0,27.0,39.0,21.0,26.0,54.0,77.0,53.0,52.0,32.0,19.0,24.0
370,0.0,49.0,100.0,47.0,49.0,69.0,0.0,47.0,94.0,92.0,64.0,64.0,43.0,59.0,42.0,64.0,58.0,89.0,39.0,38.0,38.0,74.0,59.0,36.0,35.0,34.0,0.0,44.0,0.0,0.0,38.0,37.0,37.0,35.0,67.0,69.0,34.0,47.0,36.0,0.0,0.0,31.0,0.0,31.0,31.0,0.0,0.0,30.0,44.0,31.0,0.0,0.0,31.0,30.0,0.0,0.0,33.0,0.0,0.0,46.0,59.0,29.0,31.0,54.0,0.0,28.0,30.0,45.0,0.0,29.0,28.0,29.0,28.0,27.0,29.0,0.0,56.0,39.0,27.0,52.0,26.0,26.0,26.0,26.0,27.0,26.0,0.0,0.0,0.0,26.0,0.0,39.0,0.0,0.0,24.0
371,93.0,86.0,79.0,70.0,70.0,65.0,70.0,72.0,79.0,88.0,78.0,85.0,100.0,79.0,77.0,74.0,67.0,67.0,66.0,68.0,74.0,74.0,67.0,73.0,85.0,76.0,71.0,70.0,66.0,67.0,66.0,68.0,74.0,63.0,59.0,68.0,77.0,63.0,60.0,57.0,57.0,55.0,56.0,59.0,59.0,57.0,58.0,60.0,69.0,58.0,56.0,58.0,65.0,56.0,54.0,59.0,53.0,55.0,53.0,57.0,60.0,52.0,56.0,54.0,51.0,53.0,51.0,55.0,55.0,52.0,51.0,53.0,59.0,53.0,52.0,55.0,47.0,48.0,51.0,59.0,65.0,52.0,46.0,49.0,53.0,49.0,49.0,46.0,47.0,50.0,52.0,56.0,56.0,46.0,45.0
373,67.0,68.0,70.0,69.0,69.0,76.0,85.0,94.0,79.0,71.0,66.0,60.0,63.0,63.0,64.0,67.0,68.0,74.0,86.0,100.0,87.0,66.0,63.0,63.0,62.0,67.0,68.0,64.0,69.0,71.0,78.0,88.0,82.0,64.0,62.0,60.0,61.0,65.0,65.0,64.0,66.0,73.0,82.0,91.0,87.0,69.0,64.0,59.0,64.0,65.0,63.0,70.0,65.0,71.0,84.0,94.0,76.0,64.0,59.0,55.0,75.0,66.0,67.0,65.0,66.0,73.0,87.0,98.0,86.0,73.0,63.0,58.0,64.0,64.0,64.0,65.0,66.0,72.0,83.0,91.0,82.0,70.0,63.0,59.0,67.0,71.0,71.0,63.0,68.0,71.0,80.0,90.0,82.0,67.0,63.0
374,100.0,95.0,85.0,87.0,87.0,85.0,83.0,88.0,89.0,80.0,78.0,80.0,79.0,80.0,77.0,74.0,79.0,76.0,75.0,85.0,76.0,73.0,80.0,85.0,82.0,78.0,78.0,84.0,81.0,84.0,87.0,87.0,86.0,82.0,87.0,81.0,79.0,80.0,74.0,77.0,84.0,79.0,78.0,82.0,80.0,76.0,71.0,63.0,73.0,75.0,74.0,75.0,75.0,74.0,73.0,83.0,77.0,89.0,83.0,72.0,83.0,77.0,75.0,78.0,84.0,80.0,83.0,90.0,77.0,75.0,72.0,69.0,67.0,65.0,61.0,63.0,68.0,67.0,65.0,71.0,72.0,70.0,66.0,72.0,76.0,70.0,69.0,69.0,64.0,60.0,62.0,60.0,63.0,59.0,57.0
376,27.0,24.0,15.0,11.0,6.0,7.0,8.0,13.0,6.0,16.0,16.0,13.0,16.0,53.0,100.0,59.0,34.0,45.0,38.0,31.0,32.0,31.0,36.0,31.0,28.0,33.0,24.0,18.0,19.0,17.0,17.0,19.0,13.0,14.0,13.0,13.0,15.0,14.0,44.0,37.0,50.0,88.0,92.0,60.0,54.0,51.0,42.0,45.0,47.0,51.0,46.0,27.0,32.0,37.0,44.0,31.0,30.0,22.0,18.0,19.0,19.0,18.0,17.0,16.0,19.0,12.0,11.0,12.0,13.0,11.0,13.0,11.0,14.0,24.0,32.0,33.0,78.0,58.0,44.0,52.0,34.0,42.0,38.0,40.0,22.0,26.0,20.0,17.0,24.0,19.0,17.0,15.0,19.0,15.0,15.0
378,100.0,64.0,60.0,53.0,52.0,51.0,54.0,59.0,58.0,60.0,54.0,58.0,62.0,53.0,49.0,48.0,47.0,49.0,50.0,51.0,50.0,47.0,45.0,46.0,53.0,46.0,46.0,45.0,43.0,43.0,49.0,43.0,45.0,40.0,42.0,46.0,51.0,49.0,44.0,40.0,39.0,38.0,39.0,40.0,40.0,43.0,43.0,46.0,50.0,43.0,52.0,48.0,44.0,43.0,49.0,55.0,45.0,43.0,43.0,47.0,50.0,46.0,47.0,41.0,44.0,45.0,46.0,45.0,42.0,37.0,42.0,47.0,48.0,43.0,41.0,41.0,40.0,42.0,42.0,46.0,52.0,46.0,43.0,45.0,51.0,48.0,47.0,42.0,41.0,40.0,41.0,41.0,45.0,41.0,44.0
380,0.0,28.0,0.0,0.0,29.0,0.0,0.0,27.0,0.0,0.0,25.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,21.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,22.0,22.0,22.0,20.0,69.0,20.0,30.0,46.0,80.0,100.0,57.0,55.0,19.0,18.0,27.0,71.0,34.0,35.0,52.0,62.0,65.0,86.0,63.0,35.0,82.0,38.0,47.0,28.0,71.0,88.0,43.0,41.0,35.0,16.0,51.0,33.0,53.0,35.0,100.0,76.0,48.0,81.0,57.0,46.0,84.0,91.0,48.0,38.0,24.0,61.0,46.0,15.0,30.0,15.0,24.0,15.0,0.0,15.0,31.0,30.0,15.0,22.0,22.0,66.0,21.0
381,48.0,52.0,46.0,44.0,47.0,43.0,44.0,53.0,47.0,48.0,43.0,46.0,51.0,65.0,100.0,69.0,67.0,58.0,60.0,56.0,53.0,52.0,47.0,45.0,48.0,51.0,43.0,44.0,44.0,39.0,39.0,44.0,47.0,36.0,37.0,40.0,45.0,44.0,41.0,38.0,42.0,36.0,41.0,39.0,41.0,36.0,38.0,36.0,39.0,38.0,38.0,35.0,35.0,31.0,33.0,35.0,35.0,40.0,37.0,59.0,42.0,40.0,36.0,33.0,29.0,29.0,29.0,29.0,31.0,30.0,27.0,27.0,34.0,33.0,30.0,28.0,29.0,29.0,30.0,34.0,29.0,26.0,28.0,34.0,30.0,29.0,26.0,26.0,25.0,31.0,26.0,26.0,25.0,24.0,25.0
382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,49.0,0.0,64.0,78.0,92.0,47.0,43.0,48.0,0.0,45.0,44.0,46.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,43.0,42.0,0.0
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,51.0,76.0,49.0,70.0,71.0,0.0,0.0,0.0,43.0,0.0,43.0,44.0,43.0,42.0,0.0,39.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,38.0,36.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,36.0,35.0,35.0,0.0,0.0
388,9.0,10.0,13.0,4.0,10.0,6.0,4.0,5.0,15.0,17.0,6.0,6.0,8.0,4.0,6.0,6.0,9.0,8.0,3.0,4.0,11.0,9.0,5.0,10.0,6.0,21.0,12.0,18.0,14.0,39.0,32.0,24.0,22.0,43.0,53.0,43.0,43.0,40.0,60.0,50.0,35.0,24.0,41.0,38.0,41.0,19.0,17.0,13.0,31.0,29.0,18.0,17.0,22.0,46.0,21.0,17.0,20.0,31.0,99.0,67.0,62.0,35.0,52.0,71.0,40.0,61.0,100.0,41.0,34.0,46.0,25.0,24.0,26.0,24.0,27.0,19.0,12.0,14.0,13.0,16.0,12.0,19.0,16.0,10.0,16.0,14.0,11.0,17.0,17.0,30.0,93.0,47.0,35.0,42.0,48.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,9.0,15.0,21.0,13.0,8.0,14.0,14.0,8.0,7.0,8.0,15.0,6.0,10.0,8.0,8.0,9.0,19.0,38.0,17.0,19.0,31.0,19.0,29.0,100.0,43.0,37.0,33.0,36.0,22.0,29.0,19.0,14.0,13.0,14.0,20.0,11.0,12.0,18.0,13.0,15.0
390,44.0,41.0,36.0,38.0,42.0,41.0,46.0,48.0,48.0,100.0,67.0,74.0,50.0,56.0,49.0,43.0,41.0,44.0,56.0,59.0,51.0,49.0,39.0,47.0,47.0,37.0,34.0,39.0,37.0,36.0,41.0,44.0,43.0,36.0,38.0,43.0,40.0,41.0,44.0,44.0,73.0,54.0,51.0,53.0,50.0,42.0,45.0,48.0,44.0,41.0,37.0,48.0,45.0,45.0,44.0,48.0,45.0,40.0,39.0,43.0,44.0,42.0,38.0,41.0,42.0,40.0,47.0,43.0,43.0,39.0,38.0,49.0,49.0,53.0,52.0,55.0,50.0,48.0,51.0,53.0,43.0,41.0,37.0,45.0,48.0,40.0,40.0,43.0,60.0,42.0,52.0,48.0,45.0,44.0,39.0
396,47.0,43.0,52.0,43.0,60.0,58.0,49.0,56.0,58.0,53.0,54.0,50.0,59.0,69.0,71.0,63.0,75.0,75.0,60.0,74.0,57.0,46.0,43.0,55.0,51.0,58.0,46.0,47.0,44.0,31.0,44.0,57.0,42.0,42.0,43.0,46.0,46.0,44.0,45.0,43.0,33.0,38.0,52.0,35.0,42.0,37.0,47.0,30.0,37.0,43.0,55.0,45.0,49.0,52.0,57.0,51.0,40.0,47.0,48.0,49.0,47.0,59.0,56.0,100.0,54.0,55.0,52.0,52.0,53.0,29.0,57.0,37.0,38.0,46.0,35.0,55.0,47.0,45.0,41.0,44.0,50.0,74.0,40.0,35.0,48.0,37.0,45.0,49.0,29.0,35.0,37.0,51.0,46.0,32.0,39.0
397,38.0,87.0,53.0,59.0,88.0,74.0,26.0,92.0,87.0,100.0,61.0,69.0,23.0,32.0,68.0,61.0,62.0,60.0,35.0,54.0,71.0,53.0,31.0,45.0,70.0,45.0,45.0,53.0,18.0,36.0,31.0,30.0,30.0,50.0,30.0,56.0,27.0,77.0,37.0,28.0,69.0,45.0,40.0,39.0,28.0,49.0,26.0,26.0,16.0,38.0,34.0,37.0,33.0,32.0,22.0,52.0,35.0,34.0,41.0,32.0,32.0,40.0,33.0,29.0,36.0,36.0,49.0,27.0,41.0,26.0,30.0,50.0,40.0,56.0,78.0,79.0,54.0,28.0,29.0,24.0,28.0,14.0,64.0,28.0,58.0,55.0,37.0,36.0,43.0,41.0,21.0,14.0,27.0,13.0,21.0
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,25.0,49.0,0.0,25.0,0.0,71.0,39.0,24.0,100.0,47.0,74.0,60.0,96.0,70.0,78.0
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,90.0,60.0,42.0,42.0,0.0,0.0,0.0,0.0,70.0,100.0,84.0,39.0,100.0,97.0,80.0,39.0,40.0,0.0,38.0,38.0,36.0,55.0,0.0,38.0,39.0,37.0,38.0,0.0,39.0,40.0,0.0,0.0,0.0,38.0,0.0,70.0,63.0,68.0,0.0,70.0,38.0,0.0,35.0,0.0,34.0,0.0,53.0,0.0,36.0,0.0,34.0,0.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,33.0,0.0,32.0,0.0,0.0,0.0,29.0
401,45.0,37.0,43.0,38.0,37.0,45.0,32.0,33.0,29.0,36.0,29.0,31.0,31.0,31.0,32.0,30.0,50.0,90.0,57.0,40.0,41.0,32.0,32.0,38.0,35.0,36.0,39.0,35.0,40.0,40.0,33.0,26.0,27.0,40.0,37.0,37.0,42.0,100.0,47.0,42.0,39.0,33.0,26.0,31.0,33.0,27.0,30.0,34.0,37.0,38.0,36.0,35.0,32.0,30.0,28.0,24.0,26.0,22.0,24.0,23.0,24.0,26.0,24.0,22.0,23.0,24.0,20.0,17.0,19.0,20.0,23.0,21.0,20.0,27.0,24.0,20.0,22.0,25.0,14.0,15.0,21.0,17.0,19.0,20.0,18.0,23.0,28.0,23.0,16.0,16.0,15.0,17.0,17.0,18.0,17.0
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,26.0,27.0,29.0,30.0,28.0,26.0,33.0,29.0,27.0,27.0,29.0,28.0,31.0,33.0,35.0,35.0,32.0,32.0,27.0,33.0,32.0,31.0,38.0,36.0,35.0,34.0,33.0,38.0,43.0,96.0,66.0,41.0,44.0,39.0,42.0,34.0,32.0,37.0,30.0,28.0,36.0,36.0,33.0,42.0,35.0,50.0,100.0,36.0,33.0,34.0,34.0,30.0,32.0,34.0,32.0,33.0,26.0,27.0,27.0,29.0,26.0,25.0,33.0,34.0,28.0,29.0,27.0,26.0,23.0,21.0,23.0,23.0,24.0,22.0,20.0,22.0,21.0,23.0,22.0,22.0,21.0,20.0,18.0,18.0,17.0,21.0,18.0,18.0,19.0,20.0,19.0,19.0,18.0,18.0,17.0
405,0.0,0.0,0.0,0.0,0.0,13.0,0.0,26.0,13.0,22.0,73.0,90.0,49.0,37.0,48.0,47.0,40.0,54.0,96.0,61.0,38.0,39.0,20.0,27.0,34.0,19.0,41.0,31.0,19.0,36.0,18.0,25.0,21.0,20.0,83.0,56.0,29.0,58.0,36.0,47.0,46.0,39.0,36.0,65.0,47.0,41.0,33.0,39.0,31.0,29.0,58.0,20.0,67.0,32.0,18.0,34.0,19.0,18.0,23.0,14.0,11.0,8.0,30.0,33.0,78.0,27.0,41.0,23.0,38.0,19.0,26.0,16.0,28.0,18.0,16.0,0.0,36.0,35.0,100.0,53.0,30.0,33.0,22.0,30.0,18.0,25.0,16.0,11.0,15.0,22.0,7.0,17.0,18.0,12.0,13.0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,75.0,100.0,0.0,0.0,0.0,51.0,0.0,0.0,50.0,47.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,67.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,39.0,0.0,42.0,0.0,0.0,0.0,42.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,39.0,40.0,0.0,0.0,40.0,0.0,0.0,37.0,0.0,37.0,38.0,0.0,0.0,37.0,0.0
