,index,Artist ID,Primary Artist,Added At,Release Date,Days Until Discovery,Followers,Genres,Artist Popularity,First Popularity Peak,Popularity When Discovered
348,348,22RISwgVJyZu9lpqAcv1F5,Blossoms,2016-09-28T18:09:40Z,2016-08-05,54.0,218052,"['english indie rock', 'indie rock', 'modern rock', 'rock']",66,2017-02-01,45.53333333333333
349,349,237w5zTEzeK7mQpttwOAuB,Pkwy,2018-03-04T03:51:07Z,2018-03-02,2.0,98,[],2,2018-06-01,89.48387096774194
350,350,23ElmuKLosPuHchIPXuq5G,Bushman'S Revenge,2016-09-09T17:13:25Z,2016-09-02,7.0,2258,"['dark jazz', 'norwegian experimental', 'norwegian jazz']",23,,
351,351,23NIwARd4vPbxt3wwNnJ6k,Parquet Courts,2017-05-10T17:21:30Z,2017-02-17,68.0,167612,"['alternative rock', 'brooklyn indie', 'denton tx indie', 'freak folk', 'garage psych', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'noise pop']",60,2018-05-01,14.0
352,352,23QKqAkKwti9zBiac6RFBA,Jlin,2018-06-14T18:34:00Z,2017-05-19,391.0,21012,"['art pop', 'electra', 'fluxwork', 'footwork', 'intelligent dance music']",38,2017-05-01,17.4
353,353,23v9bCtH4epNhWXunBuxFR,Logan Hone's Similar Fashion,2016-09-22T16:21:26Z,2015-11-19,308.0,33,[],0,,
354,354,24YjyPpqFQi1Oh7PQSBT3J,No. 4,2018-01-19T04:14:45Z,2017-11-17,63.0,13668,"['norwegian indie', 'norwegian pop']",52,2012-10-01,62.67741935483871
355,355,24icoQNJSEWNu3XvqKBR68,Jordan Rakei,2016-07-29T23:15:10Z,2016-06-03,56.0,167623,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul']",67,2017-10-01,18.838709677419352
356,356,253GMpCNwx1TJtASNAeDoP,Kurt Rosenwinkel,2017-11-29T20:22:02Z,2014-10-10,1146.0,32705,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz guitar']",41,2012-11-01,22.3
357,357,256qpjScS1TGBrPpMXQXtD,Frankie Reyes,2016-10-03T22:34:49Z,2016-07-29,66.0,3814,[],30,2016-12-01,23.0
358,358,25IpNXDRxJS38E2rLJeCF3,Morly,2017-10-10T23:43:10Z,2016-04-08,550.0,5653,[],31,2016-05-01,32.03225806451613
359,359,25fqWEebq6PoiGQIHIrdtv,Baauer,2013-02-11T23:53:13Z,2012-06-12,244.0,149659,"['bass trap', 'brostep', 'electronic trap', 'vapor twitch']",63,2013-02-01,89.39285714285714
360,360,25u5QFxy3HVQsbcbxHOP62,Clarence Clarity,2017-11-08T23:47:17Z,2016-11-10,200.0,21305,"['escape room', 'hyperpop']",43,2012-10-01,20.733333333333334
361,361,267VY6GX5LyU5c9M85ECZQ,Dinosaur Jr.,2013-02-08T05:59:25Z,2012-09-13,148.0,282358,"['alternative pop', 'alternative rock', 'dream pop', 'garage rock', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock']",57,2012-09-01,50.142857142857146
362,362,26sni4GjXXHoWkWrBkyZnO,Bosnian Rainbows,2013-07-24T23:27:18Z,2013-06-25,29.0,24227,"['el paso indie', 'modern alternative rock']",32,2013-06-01,52.354838709677416
363,363,27DeRe5LjIt9ZPXUjF90h6,Vijay Iyer,2018-04-25T20:36:41Z,2014-11-07,1265.0,13023,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'free improvisation', 'free jazz', 'indian jazz', 'jazz piano']",35,2012-03-01,30.0
364,364,27w1NoOLMX7tJMYqcetPyG,Vic Mensa,2017-12-07T18:02:56Z,2017-07-14,146.0,494427,"['chicago rap', 'conscious hip hop', 'deep underground hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",70,2015-02-01,25.967741935483872
365,365,28g3La9qANWoCOlGPUcZcP,Dave Depper,2017-08-06T07:12:21Z,2017-06-09,58.0,2109,[],26,2015-01-01,21.129032258064516
366,366,28j8lBWDdDSHSSt5oPlsX2,ZHU,2018-05-01T16:33:47Z,2018-03-05,57.0,502530,['edm'],72,2014-12-01,35.0
367,367,28mCmWkgrWHZ4fm5c3OcIj,Half Waif,2016-05-07T21:23:07Z,2016-05-06,0.0,12886,['small room'],35,2018-04-01,13.225806451612904
368,368,28rNZfNFHhZt6yYOmUzYVK,Bee Caves,2017-04-27T20:53:01Z,2014-02-28,1154.0,3006,['austindie'],30,2017-03-01,21.199999999999996
369,369,2933wDUojoQmvqSdTAE5NB,DARKSIDE,2017-02-02T06:39:43Z,2013-10-04,1217.0,145292,"['downtempo', 'electronica']",50,2018-08-01,29.071428571428573
370,370,29ITaP4nYGDlz54m7pLJL1,Morgan Delt,2017-03-07T19:59:25Z,2016-08-26,193.0,25054,['neo-psychedelic'],44,2016-08-01,15.225806451612904
371,371,29LOCR81IrdEJjCAeCEOU3,Mica Levi,2016-12-06T16:48:41Z,2016-12-02,4.0,15251,"['british soundtrack', 'soundtrack']",42,2017-02-01,45.96774193548387
372,372,29UYO17BFU01uHhncAy8ni,Sylvain Rifflet,2017-11-20T18:11:42Z,2017-09-15,66.0,961,['french jazz'],18,2015-09-01,26.666666666666668
373,373,29q1axQPERERxUzqufXMqB,together PANGEA,2014-02-09T01:56:38Z,2014-01-01,39.0,55299,"['australian garage punk', 'indie garage rock', 'indie punk']",51,2015-11-01,77.0
374,374,29uBPqNiTiQxmLadKstqWP,Rafiq Bhatia,2018-11-15T07:35:13Z,2018-04-06,223.0,4854,['progressive jazz fusion'],29,2012-11-01,15.0
375,375,2AAYANRwDKANB4hFMradMM,Blue Ranger,2017-08-09T22:34:10Z,2016-11-08,274.0,435,['albany ny indie'],12,2017-03-01,30.258064516129032
376,376,2ACGbJEQ3zbG0fcPEmdOSP,Matt Chamberlain,2016-10-12T19:16:03Z,2016-10-07,5.0,836,[],12,2014-03-01,34.67741935483871
377,377,2AR42Ur9PcchQDtEdwkv4L,Floating Points,2014-10-12T17:39:33Z,2014-06-23,111.0,148940,"['alternative dance', 'art pop', 'bass music', 'chamber psych', 'electronica', 'float house', 'fluxwork', 'future garage', 'indie soul', 'indietronica', 'microhouse', 'minimal techno', 'new rave', 'wonky']",60,2015-11-01,16.64516129032258
378,378,2AV6XDIs32ofIJhkkDevjm,Curtis Mayfield,2017-08-24T21:56:14Z,2016-04-15,496.0,611242,"['chicago soul', 'classic soul', 'disco', 'funk', 'soul']",65,2012-07-01,54.03225806451613
379,379,2AcUPzkVWo81vumdzeLLRN,Rhye,2014-01-04T23:09:46Z,2013-01-01,368.0,370054,"['downtempo', 'indie soul', 'indietronica', 'shimmer pop']",68,2013-03-01,37.61290322580645
380,380,2ApaG60P4r0yhBoDCGD8YG,Elliott Smith,2017-07-03T00:55:56Z,2015-02-05,879.0,479641,"['alternative rock', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'singer-songwriter', 'slow core']",66,2013-10-01,41.193548387096776
381,381,2Bgj9IzoI7ASgjBkQttakf,Onyx Collective,2018-03-12T21:54:17Z,2017-10-23,140.0,5616,[],28,2018-07-01,24.0
382,382,2C0wGDAaXTMQjzhm4iKRe5,Africaine 808,2017-01-17T18:42:37Z,2016-02-19,333.0,3065,"['batida', 'fluxwork']",18,2016-02-01,28.645161290322584
383,383,2C39AawdhkMK8qZF2KWd48,Syd Arthur,2016-05-27T20:44:43Z,2014-01-01,348.0,9620,['kent indie'],31,2014-07-01,12.967741935483872
384,384,2CH9bD5RtnDcm9O23JByN7,Ben Monder,2019-04-16T22:47:07Z,2019-04-12,4.0,5048,"['contemporary jazz', 'jazz guitar']",27,2016-01-01,22.066666666666666
385,385,2CXaub1yYrSk6ruDtOx6LZ,"Astronauts, etc.",2017-07-21T21:37:29Z,2015-09-18,672.0,21396,"['bay area indie', 'shiver pop']",41,2012-12-01,0.0
386,386,2DcAdoxP41GECOfZt2MhQL,Dirty Art Club,2016-06-06T18:56:33Z,2013-05-28,1105.0,24308,"['charlotte nc indie', 'chillhop', 'wonky']",49,2017-08-01,26.8
387,387,2DuiSA2HWezyH0ohpzbM9S,Dan Siego,2019-05-03T22:40:09Z,2018-08-17,259.0,212,[],3,,
388,388,2EW4K87b5EjGuCbachzK2B,Petros Klampanis,2016-05-31T21:52:31Z,2015-05-04,393.0,2100,[],24,2014-02-01,0.0
389,389,2EX6hgMIUZhPty734qcBaS,Aparde,2019-02-04T23:52:03Z,2017-10-13,479.0,7974,['deep melodic euro house'],45,2012-06-01,15.714285714285714
390,390,2F8WMVbezimYuQlzaBJl6W,Jepeto Solutions,2018-06-27T23:28:34Z,2017-02-03,509.0,171,[],2,2017-04-01,0.0
391,391,2F9WG9ugzneeesOZfmQ18V,Shubh Saran,2018-11-30T21:06:21Z,2018-11-09,21.0,6712,['indian jazz'],35,2018-11-01,0.0
392,392,2FXutnm1C8PicDzHZsoUdj,Lost Midas,2017-02-15T22:16:43Z,2016-10-28,110.0,1829,[],18,2018-01-01,6.0
393,393,2FnwobtceU4Gt0REt02z2W,Aaron Diehl,2014-02-14T21:32:36Z,2013-03-19,332.0,2319,[],16,2013-04-01,56.0
394,394,2FwDTncULUnmANIh7qKa5z,FKJ,2017-03-10T00:39:32Z,2017-03-02,8.0,606582,"['filter house', 'indie soul']",74,2019-02-01,48.806451612903224
395,395,2FxdltjRC96gWJ7tMUadnz,Ruthven,2017-11-21T17:17:55Z,2017-11-17,4.0,2747,[],32,2015-04-01,31.1
396,396,2GWMZZQNuU0VZra0suXVph,Thomas Fonnesbæk,2016-05-27T20:44:20Z,2016-04-15,42.0,1122,['swedish jazz'],35,,
397,397,2GfytjuWiJoRLsYZlF6saQ,Public Access T.V.,2017-06-21T18:36:50Z,2016-09-30,264.0,10930,[],32,2015-02-01,0.0
398,398,2GvwZbDjH1DbQpodGKENDw,Roman Flügel,2017-03-30T18:55:02Z,2017-03-10,20.0,36227,"['float house', 'frankfurt electronic', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",40,2014-09-01,23.548387096774196
399,399,2H3xDjMmp31iLmsgXxLFyI,Dee Dee Bridgewater,2017-03-17T22:04:32Z,2015-04-17,700.0,27773,"['jazz blues', 'vocal jazz']",43,2013-07-01,28.032258064516128
400,400,2H4ahoQdMEduIJerovaR9m,Leapling,2016-07-11T21:25:16Z,2015-02-10,517.0,1095,['brooklyn indie'],10,2018-02-01,0.0
401,401,2IQIEHvL14Tj7vOKHbIMMj,CLiQ,2019-07-24T01:11:40Z,2018-12-07,229.0,6738,"['deep groove house', 'house']",55,2017-02-01,63.87096774193549
402,402,2IYl0pVatTl6O2d1CQj6GQ,Mohsen Chavoshi,2019-07-06T18:34:31Z,2018-10-29,250.0,49717,['persian pop'],45,2015-12-01,25.419354838709676
403,403,2JFljHPanIjYy2QqfNYvC0,Chon,2014-09-22T06:47:49Z,2013-06-11,5.0,189571,"['djent', 'instrumental math rock', 'instrumental rock', 'progressive jazz fusion', 'progressive post-hardcore', 'san diego indie']",59,2012-10-01,76.46666666666667
404,404,2Jk17dvbqUDGvraV7KyLrq,Zack Sekoff,2017-02-13T23:42:08Z,2016-01-15,395.0,748,[],7,2017-06-01,19.821428571428573
405,405,2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear,2012-07-05T09:54:42Z,2012-06-13,22.0,613794,"['alternative dance', 'art pop', 'baroque pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'new weird america', 'noise pop', 'nu gaze', 'shimmer pop', 'stomp and holler']",64,2012-09-01,31.225806451612904
406,406,2Kv0ApBohrL213X9avMrEn,Lil Silva,2016-08-10T21:10:03Z,2014-08-04,737.0,19361,"['bass music', 'future garage', 'uk funky', 'vogue']",54,2014-08-01,28.806451612903224
407,407,2KvWE2yC2SS2fck2WOm8Kv,Mina,2017-08-16T18:05:18Z,2017-04-28,49.0,2436,['batida'],28,2018-01-01,60.45161290322581
408,408,2KwROtmoJfRcQHqDMiV6uo,Zara McFarlane,2016-08-22T21:27:42Z,2014-01-20,945.0,13177,['indie jazz'],36,2014-04-01,12.0
409,409,2Kx7MNY7cI1ENniW7vT30N,Norah Jones,2013-11-16T05:32:18Z,2012-01-01,4.0,2013640,"['adult standards', 'neo mellow']",77,2012-12-01,32.93333333333333
410,410,2L00vHmYcwC9OlsEv6M5UO,Steve Hauschildt,2019-04-01T00:45:26Z,2018-08-03,241.0,14310,"['ambient', 'ambient techno', 'art pop', 'compositional ambient', 'drift', 'drone', 'dub techno', 'fluxwork', 'fourth world', 'hauntology', 'intelligent dance music', 'microhouse', 'minimal techno', 'outsider house', 'vaporwave', 'warm drone']",41,2016-11-01,14.766666666666667
411,411,2Lhs0asnFQiLuntn3s8p78,Lambchop,2016-08-09T20:31:31Z,2016-08-09,0.0,56206,"['alternative country', 'art rock', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'lo-fi', 'melancholia', 'singer-songwriter', 'slow core']",48,2012-02-01,20.580645161290324
412,412,2M45qKMZX16QUyOiKyluI0,Glasser,2013-11-13T22:25:42Z,2013-10-07,37.0,44918,['chillwave'],37,2013-10-01,70.5
413,413,2MPHBxznH1fj59jbOWY38u,Sudan Archives,2017-08-16T18:58:37Z,2017-07-14,33.0,66877,"['alternative r&b', 'art pop', 'escape room', 'indie r&b', 'indie soul', 'la pop']",58,2018-06-01,31.741935483870968
414,414,2MhJFzmNyDACY2tRJhMMNy,Porter Ray,2017-01-14T06:45:09Z,2017-01-12,0.0,1777,[],16,2019-04-01,4.903225806451613
415,415,2Mz5qpR3WxbcBwZBsmraWE,Panopticon,2018-05-01T16:34:05Z,2018-04-06,25.0,25901,"['atmospheric black metal', 'autonomous black metal', 'black metal', 'bosnian electronic', 'chaotic black metal', 'kentucky metal', 'pagan black metal', 'post-doom metal', 'post-metal', 'usbm', 'voidgaze']",36,2014-09-01,41.064516129032256
416,416,2N1foZRamgP1sfiYXFID9O,Leifur James,2019-04-03T00:05:04Z,2018-10-05,180.0,9172,"['indie jazz', 'indie soul']",44,2018-10-01,49.3
417,417,2N4EYkIlG1kv25g6Wv8LGI,Killer Mike,2012-06-09T05:38:14Z,2012-05-15,25.0,164436,"['alternative hip hop', 'atl hip hop', 'conscious hip hop', 'southern hip hop']",60,2019-01-01,25.1
418,418,2N72U43CKlDsbSYE6dwgAB,Jo Berger Myhre,2017-07-19T16:34:06Z,2017-05-25,55.0,138,[],9,,
419,419,2N7DBqf05DIw5tqKLRAUq4,Daniel Rossen,2018-05-01T21:44:57Z,2018-04-05,26.0,13595,"['baroque pop', 'freak folk']",33,2012-03-01,4.903225806451613
420,420,2N8B0dQLfpwOtput9mRlko,Tom Brosseau,2016-10-14T19:03:02Z,2016-07-28,78.0,4189,['north dakota indie'],30,2015-03-01,36.483870967741936
421,421,2OHwmGzY5LZbZxKCWU5HRQ,Richie Aldente,2015-03-19T22:55:15Z,2013-09-30,535.0,54,[],0,2012-03-01,0.0
422,422,2OYDcH3MLWeNjj7gQVUbEF,Chris Cohen,2017-09-05T18:09:13Z,2016-05-06,4.0,16054,"['chamber psych', 'experimental pop', 'freak folk', 'garage psych', 'neo-psychedelic']",39,2016-11-01,42.166666666666664
423,423,2P1puQXmG48EVLBrHbum1J,Melody Gardot,2016-03-16T03:03:04Z,2015-06-01,289.0,375550,"['adult standards', 'soul', 'vocal jazz']",63,2012-06-01,23.580645161290324
424,424,2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,2017-03-23T20:26:02Z,2012-06-12,1.0,1530910,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",76,2013-01-01,25.06451612903226
425,425,2PC54ZJmhrs4XtbLRaE6MA,JuJu Rogers,2018-05-28T23:55:16Z,2015-07-03,1060.0,10318,"['indie deutschrap', 'jazz boom bap']",48,2015-05-01,33.25806451612903
426,426,2PDYCxCY5cmsjWE9Uk3LEm,Fortunes.,2018-06-15T22:51:17Z,2016-02-16,850.0,11689,['australian electropop'],37,2017-05-01,49.0
427,427,2PMTcjPjWi1ENYvJDiY7GI,Night Tapes,2019-07-13T22:01:07Z,2019-07-12,1.0,231,[],13,2012-04-01,27.838709677419356
428,428,2PlLrStX2yK6CzyRi3TKnO,Guerilla Toss,2016-04-04T03:18:22Z,2015-09-25,9.0,17747,"['boston rock', 'dance-punk', 'experimental rock', 'freak folk', 'noise pop', 'noise rock']",41,2016-03-01,57.0
429,429,2PqHbg123wqbCQmZM3LN1V,Luke Bergman,2018-08-14T03:33:24Z,2018-08-01,13.0,10,[],0,2012-08-01,8.580645161290322
430,430,2PwI4GWZsG6GxyRZ4YudFu,Tina and Her Pony,2015-07-08T16:48:10Z,2012-03-09,1216.0,481,['asheville indie'],7,2012-07-01,24.483870967741936
431,431,2QUGNfaOw1iDPrXbECsd4I,Kyle Eastwood,2013-10-10T01:35:04Z,2013-03-11,213.0,7484,[],39,2015-01-01,29.419354838709676
432,432,2QjVv1gkLn8XkQxVndgLHF,Bill Laurance,2016-09-30T17:33:17Z,2016-03-04,210.0,26260,['contemporary jazz'],39,2016-03-01,34.0
433,433,2RP4pPHTXlQpDnO9LvR7Yt,Lianne La Havas,2013-10-15T17:44:53Z,2012-07-09,463.0,492092,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",63,2013-03-01,30.483870967741936
434,434,2RbMOnpbQqUjejSB3Uwmzl,Rez Abbasi,2018-02-08T21:49:15Z,2017-10-06,125.0,925,['jazz guitar'],12,2012-04-01,28.142857142857142
435,435,2RdnkH5txHb9c4vGwq0I31,Georgia Anne Muldrow,2015-07-08T16:48:10Z,2014-06-24,0.0,30774,"['alternative hip hop', 'alternative r&b', 'indie jazz', 'indie soul', 'neo r&b', 'neo soul']",44,2012-04-01,14.064516129032258
436,436,2Rm7VTB4dF8TC9DpKdROjF,Lionel Marchetti,2017-03-17T22:24:03Z,2015-06-23,633.0,368,"['electroacoustic improvisation', 'lowercase', 'musique concrete', 'sound art']",2,2013-04-01,24.096774193548388
437,437,2S0D6Vlt9T6z5MNm1UBJgf,The Necks,2017-03-30T05:39:17Z,2017-02-03,55.0,10131,"['australian jazz', 'dark jazz']",24,2014-02-01,60.03225806451613
438,438,2S8Ep0doMJeLYfSZn6IoNG,György Orbán,2012-06-09T01:09:30Z,2012-01-03,158.0,154,['hungarian contemporary classical'],16,2013-01-01,12.3
439,439,2SJJIN2VO9Cjvy0yhVuPEV,Blanko Basnet,2018-07-03T19:31:58Z,2018-03-16,109.0,663,['north carolina indie'],9,2013-08-01,0.0
440,440,2SdK1QDmZIP2hk94rSaLl9,TOPS,2016-07-22T02:20:11Z,2014-09-02,689.0,64536,"['art pop', 'chillwave', 'indie pop', 'indie rock', 'indie soul', 'indietronica', 'neo-psychedelic', 'new rave', 'quebec indie', 'shiver pop']",57,2013-08-01,89.45161290322581
441,441,2SjlJe4MbPmGLwdEBuMrBV,Maiah Manser,2017-04-21T21:11:12Z,2017-04-21,0.0,2700,['indie electropop'],32,2018-05-01,69.4
442,442,2SlUrJAcTYbWR8GcmB9IEi,Quelle Chris,2017-10-12T18:28:36Z,2017-02-10,244.0,23726,"['alternative hip hop', 'escape room', 'underground hip hop']",47,2018-04-01,24.612903225806452
443,443,2TvVB6B050Aj5y2Hk4H84z,James McAlister,2017-03-27T05:00:19Z,2017-03-27,0.0,5157,['experimental pop'],50,2017-06-01,52.29032258064516
444,444,2UBTfUoLI07iRqGeUrwhZh,Steve Earle,2017-06-16T00:21:30Z,2017-06-09,7.0,157113,"['alternative country', 'country rock', 'folk', 'heartland rock', 'new americana', 'outlaw country', 'rock', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']",61,2013-04-01,71.6
445,445,2UCzkuXiE37VD7K123J4Tf,Shye Ben Tzur,2018-02-08T20:31:33Z,2016-02-02,737.0,9168,"['rajasthani folk', 'sufi']",39,2015-10-01,20.571428571428573
446,446,2V4R46RCXqmCAdDbJpYec4,Tyrant Lizard,2019-08-12T16:30:59Z,2018-08-16,361.0,6,[],1,2013-12-01,23.612903225806452
447,447,2VKfXEWzhUi9siHBDTI02Y,Joep Beving,2019-09-04T01:01:48Z,2015-03-01,1648.0,104339,"['compositional ambient', 'focus', 'neo-classical']",63,2017-05-01,16.866666666666667
448,448,2VUuRcKjZfeCQzBI1PPyL1,Idesia,2015-03-12T02:32:31Z,2015-01-27,44.0,5190,['neo r&b'],33,2017-03-01,23.29032258064516
449,449,2W6kbe0nm96COrHzNmfLLd,MC Fioti,2018-08-06T01:42:44Z,2017-12-15,234.0,1200697,['funk carioca'],65,2018-01-01,27.387096774193548
450,450,2WoVwexZuODvclzULjPQtm,Sampha,2017-02-04T00:01:53Z,2017-02-03,1.0,387367,"['alternative r&b', 'indie r&b', 'indie soul']",66,2017-02-01,95.85714285714286
451,451,2WolunrlfX16S6TGCdFpkO,Yorkston/Thorne/Khan,2017-03-16T19:55:27Z,2017-03-16,0.0,2192,[],21,2016-09-01,0.0
452,452,2XcWfmG3wclCLfTJb7mFeg,Lo Moon,2016-09-29T23:31:07Z,2016-09-30,0.0,30096,['la pop'],48,2018-02-01,52.93333333333333
453,453,2YFBqMMiIIL4XyiEwqySUQ,Protomartyr,2017-07-18T04:29:48Z,2017-07-10,8.0,44205,"['experimental rock', 'freak folk', 'garage psych', 'indie punk', 'indie rock', 'noise pop', 'noise rock', 'nu gaze']",46,2015-10-01,36.483870967741936
454,454,2YJXo1ERQAO7r4hQtu2vFc,Julia Kent,2019-01-29T22:18:43Z,2019-01-25,4.0,15870,"['bow pop', 'cello', 'compositional ambient', 'neo-classical']",42,2013-03-01,47.32258064516129
455,455,2YoetJvh9A5KBeDhe3ixPC,Ryan Scott & the Kind Buds,2019-07-30T04:03:57Z,2019-02-01,179.0,27,[],0,,
456,456,2ZM47IuC500uguN3EKyRY4,Chaz Bundick Meets The Mattson 2,2018-04-23T21:05:45Z,2017-03-31,388.0,24461,['neo-psychedelic'],45,2017-04-01,0.0
457,457,2Zn4QYZKKh7FeojKJaRGU2,The Greg Foat Group,2016-06-03T17:58:18Z,2015-06-15,354.0,3182,['indie jazz'],22,2013-01-01,30.6
458,458,2a0uxJgbvvIRI4GX8pYfcr,J Hus,2017-12-16T20:38:48Z,2017-05-12,218.0,518415,"['grime', 'uk hip hop']",74,2017-05-01,40.225806451612904
459,459,2a4lU7F8toqKpb5v6Ftqya,Theo Katzman,2017-01-13T18:12:02Z,2017-01-06,7.0,27555,['retro soul'],54,2013-06-01,34.806451612903224
460,460,2aNAAza1OIE1qrfLBlhLaV,Eyvind Kang,2019-07-12T16:34:56Z,2019-06-28,14.0,2432,['tzadik'],17,2011-12-01,14.387096774193548
461,461,2arPbOlDKD5g7asu7NSfCr,STUFF.,2017-08-31T18:24:20Z,2017,242.0,10331,"['belgian modern jazz', 'chamber psych', 'ghent indie']",30,2015-08-01,51.0
462,462,2auiVi8sUZo17dLy1HwrTU,Solange,2017-03-06T23:02:00Z,2016-09-30,0.0,900063,"['alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",69,2014-05-01,2.0
463,463,2bToe6WyGvADJftreuXh2K,Lee Fields & The Expressions,2017-11-21T17:36:14Z,2014-06-02,1268.0,89777,"['afrobeat', 'funk', 'indie soul', 'soul']",57,2012-08-01,23.2
464,464,2c9yn5DJQd5es7YMY92ikZ,Holly Herndon,2015-04-30T23:50:13Z,2015-03-10,3.0,29065,"['art pop', 'chamber psych', 'electra', 'escape room', 'experimental pop', 'fluxwork']",39,2015-05-01,100.0
465,465,2cCUtGK9sDU2EoElnk0GNB,The National,2019-05-03T05:04:34Z,2019-05-01,2.0,1110287,"['chamber pop', 'indie folk', 'indie rock', 'modern rock']",73,2017-09-01,47.806451612903224
466,466,2czOrtIVegf3rq5pabX21O,79.5,2018-06-27T04:37:26Z,2018-05-19,39.0,4073,[],35,2012-10-01,34.3
467,467,2dPIBvg7mU59dCTGjhPylV,Foxwarren,2018-12-05T21:18:42Z,2018-11-30,5.0,14913,['saskatchewan indie'],47,2018-12-01,94.03225806451613
468,468,2datC2OML2YxykP6vnDRmg,Yazmin Lacey,2018-10-04T18:40:35Z,2018-04-27,160.0,21729,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",45,2018-11-01,43.38709677419355
469,469,2dn0CGCWvtrwZ66bOeLNb2,Thao & The Get Down Stay Down,2017-05-20T01:33:29Z,2016-03-04,442.0,48723,"['chamber pop', 'folk-pop', 'indie pop', 'stomp and holler']",42,2013-11-01,0.0
470,470,2eBmUbHKMQCAdD824cSiIL,Feed Me Jack,2017-12-09T01:47:55Z,2016-01-20,689.0,16692,['math rock'],45,2013-02-01,34.096774193548384
471,471,2fMe9lZs5HGGOwh8cMSIub,Lusine,2017-06-06T16:14:39Z,2017-03-03,0.0,43889,"['chillwave', 'drill and bass', 'electronica', 'indietronica', 'intelligent dance music', 'microhouse', 'minimal techno', 'wonky']",46,2013-03-01,27.4
472,472,2feDdbD5araYcm6JhFHHw7,Labrinth,2017-11-30T23:27:45Z,2017-09-15,76.0,976088,['pop'],82,2012-11-01,26.0
473,473,2fqeW1UtOlUpnobQYoRt5s,Besnine,2017-09-01T05:13:39Z,2017-07-02,61.0,2658,[],31,2015-08-01,31.933333333333334
474,474,2gPLG9mGaU67woC5L0luYA,Lil Ugly Mane,2018-06-15T20:47:13Z,2012-02-11,23.0,39435,"['alternative hip hop', 'escape room', 'phonk', 'underground hip hop']",51,2015-12-01,25.0
475,475,2gR0iQTVBPHDKiNn1Kq8HI,Ebo Taylor,2018-06-19T18:19:31Z,2017-11-24,207.0,38941,"['afro-funk', 'afrobeat', 'afropop', 'classic afrobeat', 'funk', 'highlife', 'indie jazz', 'indie soul', 'soul', 'world']",53,2012-04-01,38.03333333333333
476,476,2gY0sujlCBr99XUPesswYC,Michael Leonhart Orchestra,2019-09-06T18:21:40Z,2019-08-30,7.0,296,[],11,2019-04-01,76.0
477,477,2gqmFO0Wo92qaqwwgL6fZG,Visible Cloaks,2017-11-01T18:04:58Z,2017-02-17,20.0,13166,"['ambient', 'art pop', 'drone', 'experimental pop', 'fluxwork', 'fourth world', 'outsider house']",40,2017-02-01,25.133333333333333
478,478,2gzxBoK71ohENPlxlshHV7,Jerry Paper,2017-12-29T21:22:00Z,2016-06-17,172.0,36013,"['experimental pop', 'indie garage rock']",49,2019-02-01,56.61290322580645
479,479,2h93pZq0e7k5yf4dywlkpM,Frank Ocean,2016-09-09T18:09:48Z,2016-08-20,1.0,4978064,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop', 'pop rap']",87,2012-07-01,15.6
480,480,2hPgGN4uhvXAxiXQBIXOmE,KIDS SEE GHOSTS,2018-06-15T20:43:43Z,2018-06-08,7.0,389418,"['hip hop', 'pop rap', 'rap']",70,2018-06-01,56.5
481,481,2htVUYafb7DoRxyIU33iqd,Equiment,2017-11-20T18:36:20Z,2017-11-07,13.0,11,[],0,2012-02-01,33.666666666666664
482,482,2hvVAgc9vut9rU3BBWJUkP,Airbird & Napolian,2017-07-19T22:45:34Z,2013-05-21,1520.0,1268,['vaporwave'],21,2013-05-01,0.0
483,483,2hwy5DELim1AxB1sHPqn4y,Gotts Street Park,2017-10-12T18:49:22Z,2017-08-04,69.0,2071,['british soul'],48,2018-01-01,32.483870967741936
