,index,Artist ID,Primary Artist,Added At,Release Date,Days Until Discovery,Followers,Genres,Artist Popularity,First Popularity Peak,Popularity When Discovered
484,484,2i1CPudyCUjL50Wqjv8AMI,Alfa Mist,2017-07-19T23:32:21Z,2017-03-03,138.0,78832,"['british jazz', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",55,2017-11-01,41.70967741935484
485,485,2iJ14e3Ezd4GXKbLqacigE,The Bowling Alley Sound,2017-03-29T16:35:51Z,2017-02-24,33.0,89,[],0,,
486,486,2iM28IgKg89v1o7BTQAVPo,Bruce Hornsby,2019-02-27T00:18:20Z,2019-02-22,5.0,169483,"['album rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",59,2012-03-01,54.857142857142854
487,487,2iUVQjheBnvOt8vaBrxXJz,Cass McCombs,2018-03-22T18:31:52Z,2016-08-26,573.0,103595,"['alternative country', 'alternative rock', 'art pop', 'baroque pop', 'chamber pop', 'dream pop', 'folk-pop', 'freak folk', 'funk', 'indie folk', 'indie pop', 'indie rock', 'indie soul', 'lo-fi', 'roots rock', 'singer-songwriter', 'slow core', 'stomp and holler']",61,2011-12-01,15.290322580645162
488,488,2ipBhKpOYqs6BbysLNGye6,Jean Grae,2018-05-20T03:59:40Z,2018-03-30,51.0,35839,"['alternative hip hop', 'east coast hip hop', 'escape room', 'hip hop', 'hip pop']",46,2012-01-01,10.419354838709678
489,489,2j5N97IBFhpmtZ7n7qTLZw,Dani Gurgel,2018-02-18T21:16:44Z,2014-09-29,1238.0,2089,['deep brazilian pop'],26,2012-09-01,0.0
490,490,2jIhiAEbmLrPj69WLM2R3V,The Magic Lantern,2017-12-20T21:49:18Z,2017-10-30,51.0,3359,[],35,2014-02-01,46.29032258064516
491,491,2jQ6wRQ7yP1UrctodeuYQP,Butcher Brown,2017-04-13T17:55:49Z,2014-10-21,905.0,12555,"['indie jazz', 'indie soul', 'neo r&b', 'rva indie']",41,2019-10-01,19.53333333333333
492,492,2jzYokwEUbqZkLyYN9dHeE,The Surfing Magazines,2017-07-14T22:14:55Z,2017-05-31,44.0,2791,[],26,2017-09-01,58.16129032258064
493,493,2k6NFUTaSIrzYWaw4JgIv0,Stefan Ponce,2018-01-08T21:48:23Z,2017-08-31,130.0,655,[],29,2016-02-01,5.032258064516129
494,494,2kGBy2WHvF0VdZyqiVCkDT,Father John Misty,2012-05-14T01:19:59Z,2012-05-01,0.0,502899,"['art pop', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler']",67,2017-04-01,23.580645161290324
495,495,2lLeVbtJ3XiJb4zPHUl0yI,Georgy Sviridov,2016-01-28T18:47:11Z,2015-01-06,387.0,1663,"['russian modern classical', 'russian romanticism']",29,2018-09-01,60.61290322580645
496,496,2lN3yllrsFyoobMnKSfzsI,Novalima,2015-06-18T19:51:07Z,2015-05-19,6.0,19842,"['cumbia', 'latintronica', 'musica afroperuana']",41,2012-01-01,52.8
497,497,2lmWYYMM80tsoDES4aUB1m,Potatohead People,2016-06-06T17:42:57Z,2015-03-02,462.0,13662,"['indie jazz', 'indie soul', 'neo r&b', 'vancouver indie']",45,2015-04-01,0.0
498,498,2mJpDXdX4novEaO3vuSN2i,Christian McBride Big Band,2017-09-26T01:43:33Z,2017-09-22,4.0,2671,[],18,2012-02-01,22.266666666666666
499,499,2mVVjNmdjXZZDvhgQWiakk,Khruangbin,2017-11-13T21:20:30Z,2017-10-31,1.0,418692,"['indie soul', 'neo-psychedelic']",70,2018-11-01,22.53333333333333
500,500,2nGoKcLdXktxEXvMdTDsIT,Alikiba,2019-04-10T14:07:18Z,2018-12-15,116.0,11705,"['azontobeats', 'benga', 'bongo flava', 'ugandan pop']",39,2016-11-01,56.0
501,501,2nJbrvWs3yqrNhHFOIuiFx,Philip Dizack,2019-06-22T22:35:09Z,2012-10-02,2454.0,515,[],13,2013-10-01,6.666666666666664
502,502,2nSY0EIzz3eM6Y6Pc7VXkO,Ill Considered,2018-04-04T20:17:38Z,2017-06-14,294.0,5102,"['indie jazz', 'uk contemporary jazz']",29,2018-12-01,56.666666666666664
503,503,2oofDquWt9tMCETKAHmhlG,Mocky,2016-10-26T18:17:29Z,2015-06-30,187.0,18695,"['funk', 'indie jazz', 'indie soul']",49,2019-08-01,2.0
504,504,2pLvihTVAElhBCw7HcrIUC,Archy Marshall,2019-10-03T17:33:27Z,2015-12-10,1393.0,51161,['uk alternative hip hop'],46,2015-12-01,
505,505,2pTCZ9C1fXdaVlv6d5EIXM,Chrome Sparks,2014-12-03T06:56:21Z,2013,146.0,96511,"['chillwave', 'indietronica', 'shimmer psych', 'vapor soul', 'vapor twitch']",56,2014-04-01,53.74193548387097
506,506,2pst3pDewxsl4kJERuDZpp,Overcoats,2016-05-27T20:42:39Z,2015-06-28,334.0,32704,"['electropop', 'nyc pop']",53,2017-04-01,18.67741935483871
507,507,2qFOYqFxPaIwEnffVhJhEn,The Dip,2017-11-30T22:46:53Z,2016-05-12,237.0,44388,"['funk', 'retro soul']",58,2012-07-01,70.0
508,508,2qXxyzCMW4mPE2LVLVL78F,Woo Park,2015-01-01T19:43:09Z,2014-12-02,30.0,8109,['neo r&b'],34,2014-06-01,52.87096774193548
509,509,2rDxtYUzTAYJJE3Bl3Z5IN,Jeff Tweedy,2019-09-21T18:31:45Z,2018-11-30,295.0,45276,"['alternative country', 'alternative rock', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'new americana', 'roots rock', 'singer-songwriter', 'slow core', 'stomp and holler']",49,2014-09-01,29.9
510,510,2rkqNyTv7M9XojH9X4eKSb,Bly de Blyant,2017-10-05T00:13:48Z,2014-01-31,1343.0,264,[],3,2013-03-01,0.0
511,511,2rkxM3pdssb12wllaVcYSC,The Seshen,2016-10-03T20:11:51Z,2016-01-01,276.0,8395,[],33,2016-10-01,95.06451612903226
512,512,2rxiXXKdtR1e3ByeaGs7tv,HIRA,2018-09-23T01:47:31Z,2018-07-31,54.0,1212,[],24,2019-04-01,93.5
513,513,2s0438sn0pYL2OuukcFqPN,Kid Koala,2017-01-04T00:16:26Z,2016-12-02,33.0,68691,"['montreal indie', 'ninja', 'nu jazz', 'scratch', 'trip hop', 'turntablism']",54,2012-09-01,25.096774193548388
514,514,2sAlo7Fey5cqBk5WJILSd8,Onra,2013-08-13T04:15:33Z,2012-06-12,427.0,96798,"['alternative hip hop', 'chillhop', 'japanese chillhop', 'wonky']",53,2011-12-01,53.74193548387097
515,515,2sSGPbdZJkaSE2AbcGOACx,The Marías,2018-08-28T23:18:39Z,2018-08-17,11.0,196081,"['bedroom pop', 'indie pop', 'la indie']",65,2019-05-01,37.03225806451613
516,516,2sf2owtFSCvz2MLfxmNdkb,Tinariwen,2016-05-27T21:41:49Z,2014-02-11,836.0,155116,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop', 'western saharan folk', 'world']",54,2014-02-01,21.741935483870968
517,517,2skiByZr4MsWMxbAUMSFju,The Ondioline Orchestra,2018-03-28T00:49:15Z,2017-06-16,285.0,31,[],1,,
518,518,2snm3HmsnDUDxbIChdl2Oj,Justin Hurwitz,2015-01-23T08:08:55Z,2014-10-06,109.0,44518,"['hollywood', 'movie tunes']",66,2017-02-01,9.451612903225806
519,519,2t5yZKDT7oAMkOFkoToViO,White Rabbits,2012-03-19T05:01:46Z,2012-03-06,13.0,25923,['stomp and holler'],36,2012-03-01,86.51612903225806
520,520,2tVApsyMhUNv0jc7r18YUd,Nik Bärtsch,2019-02-19T23:05:02Z,2016-03-18,1068.0,10539,"['contemporary jazz', 'dark jazz', 'german jazz', 'norwegian jazz']",33,2012-04-01,17.92857142857143
521,521,2tVKKTWBbwekgW6L0WYrwu,Throttle Elevator Music,2017-01-04T18:38:05Z,2017-01-02,2.0,848,['progressive jazz fusion'],9,2017-01-01,91.87096774193549
522,522,2uYWxilOVlUdk4oV9DvwqK,Mitski,2017-01-13T21:37:18Z,2016-06-17,26.0,241182,"['art pop', 'brooklyn indie', 'chamber pop', 'dance pop', 'escape room', 'folk-pop', 'indie pop', 'indie rock']",66,2018-12-01,31.741935483870968
523,523,2ueoLVCXQ948OfhVvAy3Nn,Perfume Genius,2012-01-26T06:53:06Z,2012-02-20,0.0,204989,"['art pop', 'chamber pop', 'chillwave', 'dance pop', 'dream pop', 'electropop', 'experimental pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'new rave', 'seattle indie', 'singer-songwriter']",61,2014-09-01,64.2258064516129
524,524,2ulsWWQbCMLGoMhBgByMy4,Jonah Levine Collective,2017-12-02T09:05:51Z,2017-03-17,260.0,1487,[],16,2014-06-01,0.0
525,525,2upjmNmngAXZcra9dQRR2l,Cut Worms,2017-11-16T21:52:48Z,2017-10-20,27.0,10507,['indie garage rock'],39,2018-05-01,37.13333333333333
526,526,2uwZN25rCAU2eRrsBtmsaV,Awa Poulo,2017-04-24T21:24:55Z,2017-01-20,94.0,665,['malian traditional'],9,2017-01-01,68.2
527,527,2vDx1L0ybkyK7aFtiyz3LP,Slime,2017-10-03T19:30:46Z,2015-08-14,781.0,1613,[],26,2018-12-01,35.193548387096776
528,528,2w2KeI4G39Cn8m24ZpgIJW,Sevendeaths,2017-08-03T21:21:27Z,2017-02-24,160.0,898,['uk experimental electronic'],8,2018-11-01,0.0
529,529,2wPDbhaGXCqROrVmwDdCrK,Oneohtrix Point Never,2016-06-01T18:25:00Z,2013-09-30,201.0,101710,"['ambient', 'art pop', 'bass music', 'chamber pop', 'chamber psych', 'chillwave', 'compositional ambient', 'dream pop', 'drone', 'electronica', 'escape room', 'experimental', 'experimental pop', 'experimental rock', 'fluxwork', 'fourth world', 'freak folk', 'hauntology', 'indietronica', 'intelligent dance music', 'microhouse', 'noise pop', 'outsider house', 'post-rock', 'vaporwave', 'wonky']",53,2015-11-01,23.033333333333335
530,530,2wWBoQpcybsDVpouFubTqZ,Kris Bowers,2017-01-05T21:57:21Z,2014-01-01,1100.0,5478,[],43,2019-02-01,10.870967741935484
531,531,2yDN6MgOm6D8ZMNqCkJ3XJ,Wovoka Gentle,2016-09-26T16:47:36Z,2016-08-08,49.0,3880,[],41,2019-05-01,30.333333333333336
532,532,2yDodJUwXfdHzg4crwslUp,Allah-Las,2012-10-30T06:12:20Z,2012-09-18,42.0,164229,"['freak folk', 'garage rock', 'indie garage rock', 'indie surf', 'neo-psychedelic', 'noise pop']",61,2017-08-01,65.54838709677419
533,533,2z18t1v0xbF5ehh25MMfPV,The JuJu Exchange,2017-11-17T01:41:09Z,2017-04-21,84.0,4223,['jazztronica'],32,2017-04-01,45.43333333333334
534,534,2z78AlkdwE2Ghj9EB50M6z,Liars,2017-09-21T18:43:00Z,2017-06-29,84.0,57414,"['dance-punk', 'experimental rock', 'freak folk', 'garage psych', 'noise pop', 'noise rock', 'nu gaze', 'post-hardcore']",41,2013-08-01,17.2
535,535,2zAvisjImPICTNsRgagqlV,"Bonnie ""Prince"" Billy",2019-06-21T22:11:35Z,2019-06-21,0.0,63882,"['alternative country', 'alternative rock', 'anti-folk', 'chamber pop', 'folk', 'folk-pop', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'melancholia', 'new americana', 'roots rock', 'singer-songwriter', 'slow core', 'stomp and holler']",53,2012-01-01,13.6
536,536,30DhU7BDmF4PH0JVhu8ZRg,Sabrina Claudio,2019-02-06T04:12:32Z,2017-10-05,489.0,687955,"['alternative r&b', 'indie r&b', 'pop', 'pop rap']",75,2018-04-01,25.857142857142858
537,537,30FlkZ07z7eU1O0L51Io33,The Gods Themselves,2018-03-03T18:00:42Z,2017-01-20,407.0,725,[],10,2017-03-01,2.903225806451613
538,538,30fiiwr2EeZp1tAhzYCmyM,Big L,2017-07-10T15:33:08Z,2016-07-15,360.0,399196,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",64,2012-02-01,32.38709677419355
539,539,313G7P4CxkVyQGNFfxNOpC,Nicolas Godin,2016-08-03T16:59:08Z,2016-04-22,103.0,6020,[],38,2015-09-01,9.903225806451612
540,540,313Xqjb7z7JBYcHgWiLvUv,Roddy Woomble,2018-01-21T01:11:09Z,2017-09-01,142.0,4069,"['scottish rock', 'scottish singer-songwriter']",25,2013-03-01,21.967741935483872
541,541,317bKonzjbtsJUh5RrgWWh,Applewood Road,2016-05-27T20:44:10Z,2016-02-12,105.0,1745,['nashville indie'],33,2016-07-01,19.870967741935484
542,542,31DffUzogcRBJT3Andaqtt,Raymond Scott,2019-01-13T14:15:39Z,2014-02-18,1790.0,12213,"['acousmatic', 'exotica', 'laboratorio', 'lounge', 'moog', 'space age pop']",42,2014-03-01,25.967741935483872
543,543,31VtnDtYmFnnDFmkxSoEbm,Kelady,2018-12-07T22:14:28Z,2018-12-07,0.0,34,[],0,2017-03-01,18.580645161290324
544,544,32AFNkich94JXfGvIFqpkL,Dominic Miller,2019-03-27T21:45:13Z,2019-03-01,26.0,11239,['jazz guitar'],42,2017-04-01,34.29032258064516
545,545,32ese02QryCb75wljJ2LLD,The Flat Five,2019-02-12T04:20:58Z,2016-10-14,851.0,1101,[],24,2016-10-01,37.714285714285715
546,546,33EUXrFKGjpUSGacqEHhU4,Iggy Pop,2016-03-02T04:27:21Z,2016-01-22,36.0,841401,"['alternative rock', 'art rock', 'classic rock', 'dance rock', 'garage rock', 'glam rock', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']",69,2016-01-01,74.29032258064517
547,547,33bp8SqQpV7SzeYxSj714C,Noam Pikelny,2017-04-26T20:45:51Z,2017-03-03,54.0,7373,"['banjo', 'bluegrass', 'instrumental bluegrass', 'old-time', 'progressive bluegrass']",39,2011-12-01,22.2
548,548,34aT8iP7JZ4ZPD6UjKpl8m,オノシュンスケ,2017-07-23T00:13:40Z,2016-11-19,246.0,954,[],23,2016-11-01,0.0
549,549,34me8hAxavRmcDIwhxa3b7,Dent May,2018-04-13T20:15:43Z,2017-08-18,238.0,19242,"['indie fuzzpop', 'mississippi indie']",42,2012-06-01,20.4
550,550,34vLhockmYhf3LgznwyNaQ,POLIÇA,2016-05-16T05:47:00Z,2016-03-04,73.0,142614,"['art pop', 'chillwave', 'indietronica', 'metropopolis', 'shimmer pop']",55,2012-06-01,29.516129032258064
551,551,35ZbuhezQwkMXfL5htA7ql,Merykid,2014-03-12T06:51:03Z,2013-04-26,320.0,1,[],0,,
552,552,35xB3GprzH0JnRoVrCfiUS,Sonnymoon,2016-05-05T06:31:35Z,2012-05-22,24.0,9045,[],29,2012-05-01,26.161290322580644
553,553,36HZxxjB0JQqj44ifSNcPR,Chase Morrin Trio,2018-04-21T22:16:41Z,2016-11-18,519.0,7,[],0,,
554,554,36KsCCwgI0Dep97yVJWmkK,Monsieur Periné,2019-10-30T02:11:29Z,2018-05-18,530.0,310940,"['colombian pop', 'cumbia', 'gypsy jazz', 'latin', 'latin alternative', 'latin rock']",62,2012-08-01,
555,555,36WPQ35c24KhnhtPD28NSQ,"Dafnis Prieto, Jason Lindner & Kokayi",2013-02-08T05:59:25Z,2012-06-06,247.0,44,[],0,,
556,556,36sdQhQWpk9MntF8u7qNGo,Mark Guiliana Jazz Quartet,2017-10-04T22:27:47Z,2017-09-29,5.0,14246,"['contemporary jazz', 'jazz quartet']",29,2017-10-01,94.45161290322581
557,557,36zSkwftotDHslP3KUQpew,MED,2018-01-03T22:55:53Z,2015-10-30,796.0,17010,"['alternative hip hop', 'hip hop']",52,2013-11-01,56.61290322580645
558,558,37UrMzgmpRLmvVbJwcriPV,Aaron Embry,2017-06-22T20:06:59Z,2012-09-18,1738.0,3031,[],29,2013-01-01,19.666666666666668
559,559,38l2utoHhvn7dvWk02FJRa,Nuala,2019-09-30T18:01:06Z,2019-09-27,3.0,18,[],12,2013-01-01,43.0
560,560,38u18VoGaIwVeSyVoA0eU5,Hope Sandoval and the Warm Inventions,2016-09-23T22:25:45Z,2016-09-23,0.0,51727,"['art pop', 'dream pop', 'freak folk', 'melancholia', 'slow core']",44,2012-02-01,7.466666666666669
561,561,39FC9x5PaTNYHp5hwlaY4q,Niccolò Paganini,2017-08-29T22:43:04Z,2015-09-25,704.0,161855,"['classical', 'early romantic era']",55,2014-03-01,35.54838709677419
562,562,39ZQx0618UYVBgGTDOJ2ds,FloFilz,2018-06-15T21:32:51Z,2015-12-04,924.0,35204,"['chillhop', 'jazz boom bap', 'lo-fi beats']",58,2013-02-01,28.0
563,563,39cDMNnxwjrKJE1dyt47jh,Oscar Jerome,2019-02-16T03:34:51Z,2016-11-02,67.0,23960,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",50,2019-06-01,44.57142857142857
564,564,39vA9YljbnOApXKniLWBZv,Sylvan Esso,2014-09-09T06:54:41Z,2014-05-13,0.0,358941,"['art pop', 'chamber pop', 'electropop', 'escape room', 'etherpop', 'folk-pop', 'indie pop', 'indietronica', 'shimmer pop']",65,2014-07-01,63.6
565,565,39vtb2iiz3079nqfL5nfFc,billy woods,2019-07-21T20:19:41Z,2019-03-29,114.0,18659,"['alternative hip hop', 'escape room']",47,2015-01-01,29.741935483870968
566,566,3AHFDfqhSqPBecjQDIOIJA,U.S. Girls,2018-05-30T17:30:06Z,2018-02-16,103.0,46854,"['art pop', 'chamber psych', 'experimental pop', 'freak folk', 'indie rock', 'noise pop']",46,2018-02-01,29.193548387096776
567,567,3C1TdpEowpf6AMf7PycuWy,Nate Smith,2017-04-03T17:54:08Z,2017-02-03,59.0,16848,"['contemporary jazz', 'neo r&b']",40,2018-11-01,36.1
568,568,3C8RpaI3Go0yFF9whvKoED,The Avalanches,2017-09-04T22:57:16Z,2016-07-08,423.0,249952,"['alternative dance', 'australian alternative rock', 'australian dance', 'big beat', 'collage pop', 'dance-punk', 'electronica', 'new rave']",59,2016-07-01,8.4
569,569,3CLxkDhrB2fgk9OoJtBxl9,Polyenso,2017-08-29T23:02:05Z,2013-01-22,1680.0,10933,"['dreamo', 'progressive post-hardcore', 'st petersburg fl indie']",36,2013-01-01,6.451612903225807
570,570,3Caot8EtHX6wLpNF2wRzS0,Glen Hansard,2018-01-18T17:53:24Z,2018-01-17,1.0,246393,"['folk-pop', 'irish rock', 'irish singer-songwriter', 'melancholia', 'neo mellow']",60,2012-06-01,32.74193548387097
571,571,3CugWF4K4W919m54wREHo9,Fence,2017-07-23T00:35:44Z,2016-03-18,492.0,832,['belgian rock'],7,2019-02-01,73.2258064516129
572,572,3DFoVPonoAAt4EZ1FEI8ue,Sir Sly,2018-03-01T04:31:32Z,2017-03-24,342.0,184272,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'shimmer pop']",59,2014-08-01,37.25806451612903
573,573,3Dc2S9tp0DjbwBnKPXPkFo,Pumpkin,2014-12-04T23:56:19Z,2014-05-26,192.0,2397,[],25,2016-10-01,6.870967741935484
574,574,3DivZQQ3ASIKTcEgG397ry,The Cradle,2019-02-01T21:57:38Z,2018-07-27,0.0,812,['small room'],16,2015-02-01,44.0
575,575,3DmDJOQgrwlq8MxXGLeFvA,Babyfather,2016-06-20T16:27:24Z,2016-04-01,80.0,10044,"['escape room', 'fluxwork', 'outsider house', 'underground hip hop']",34,2016-04-01,31.666666666666664
576,576,3DrM2bIAhY2nAaTXxDz8RC,Shrek Is Love,2017-07-27T19:27:50Z,2017-02-02,20.0,4723,[],25,2014-06-01,5.0
577,577,3DtnSKmpjFGUzZcccWfG43,Monster Rally,2017-09-02T03:57:21Z,2016-11-11,295.0,29241,"['chillwave', 'freak folk', 'indie dream pop', 'indietronica']",48,2012-02-01,27.133333333333333
578,578,3EkURHRbSZWjatYLo36NMS,Willie Mitchell,2019-05-03T22:41:29Z,2014,1948.0,8269,"['classic soul', 'funk', 'instrumental soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul']",40,2012-05-01,33.25806451612903
579,579,3FaKHeTy1zMZVtQAvwaF0x,The Features,2013-10-14T00:14:53Z,2013-02-26,230.0,25472,[],43,2012-09-01,85.54838709677419
580,580,3GNzfnhVE1aY6fgK403107,Jan Bang,2019-05-13T23:48:45Z,2019-05-10,3.0,929,['fourth world'],36,2013-01-01,12.64516129032258
581,581,3GmA6wWF7cBW2aX69u699R,Red Ribbon,2019-05-02T15:36:19Z,2018-09-28,216.0,852,['seattle indie'],13,2014-11-01,39.935483870967744
582,582,3H1MzPCZZQ0SKoKQlTNfqa,THEESatisfaction,2015-05-02T02:55:50Z,2012-03-27,67.0,13480,['alternative r&b'],22,2012-04-01,19.225806451612904
583,583,3HLApxqtvULlffnRnW88O8,Mac Quayle,2016-10-06T21:07:50Z,2016-06-03,125.0,10971,['soundtrack'],52,2015-09-01,53.12903225806451
584,584,3HPDo9Sh9HbmsNoDrKm3Rw,Distal,2016-09-29T23:25:26Z,2016-08-12,48.0,1028,"['footwork', 'future garage']",12,2012-03-01,71.3
585,585,3HQyFCFFfJO3KKBlUfZsyW,Randy Newman,2019-07-24T01:14:55Z,2019-06-21,33.0,121735,"['disney', 'movie tunes', 'singer-songwriter']",68,2014-03-01,59.16129032258065
586,586,3HYdmFvDstw8ApGBxVatwQ,Noctilusense,2019-06-21T04:27:13Z,2019-05-27,25.0,4,[],0,,
587,587,3Hb1TSP5l7tR214bjmHIBA,Kanaan,2018-12-11T21:22:15Z,2018-12-07,4.0,662,['norwegian alternative rock'],10,2013-07-01,30.483870967741936
588,588,3I33pakU01BuYZ5UyQ2A0i,KEN Mode,2016-11-14T17:59:19Z,2016-11-10,4.0,11289,"['canadian hardcore', 'canadian post-hardcore', 'chaotic hardcore', 'mathcore', 'post-doom metal', 'post-metal', 'sludge metal', 'sludgecore']",29,2015-06-01,25.0
589,589,3I3Fz1DeUY0icXFvOjbXm7,Methyl Ethel,2019-07-21T20:28:31Z,2019-02-15,156.0,79581,"['australian garage punk', 'australian hip hop', 'australian indie', 'australian indie rock', 'australian pop']",56,2017-03-01,16.870967741935484
590,590,3IpQziA6YwD53PQ5xbwgLF,Jóhann Jóhannsson,2016-09-08T19:01:53Z,2016-07-22,48.0,131480,"['bow pop', 'compositional ambient', 'focus', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']",65,2018-02-01,4.0
591,591,3KrnIaNTFCYzjThFz60hbP,Nyeusi,2018-09-21T20:40:33Z,2018-06-29,84.0,1337,"['jazz drums', 'jazztronica']",29,2014-07-01,24.9
592,592,3Kt9jng0C5E6JzOSez6Bid,Ponderosa Twins Plus One,2013-12-24T19:46:16Z,2013-07-09,168.0,2969,[],36,2013-12-01,33.419354838709666
593,593,3KuNrap7xPWVJCyBHAE4le,Midnight Magic,2018-02-08T23:04:00Z,2016-11-18,447.0,14231,"['balearic', 'nu disco']",42,2014-03-01,9.285714285714286
594,594,3LCOQQnlhTofSTST7w4ssZ,Emilía,2019-04-11T22:59:31Z,2018-10-29,164.0,37,[],3,2011-12-01,0.0
595,595,3LEGPWdr7sarYtf2u0ETWN,Barker,2019-08-23T04:24:09Z,2018-06-01,448.0,4412,"['ambient techno', 'bass music', 'dub techno', 'float house', 'fluxwork', 'fourth world', 'microhouse', 'minimal techno', 'outsider house']",39,2012-01-01,46.64516129032258
596,596,3LRldYGJpCAQT5cZKQyi7o,Hannah Peel,2019-06-10T23:53:38Z,2016-09-23,990.0,10834,['folktronica'],38,2013-06-01,11.666666666666666
597,597,3LVPGE5jPPwtbGslx07YR0,Kishi Bashi,2012-10-30T06:12:03Z,2012,1.0,128729,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",59,2014-05-01,77.93548387096774
598,598,3NP4jJcW3R6qO6rbtnH0wn,MARO,2018-11-24T23:17:36Z,2018-10-30,25.0,12348,[],48,2019-01-01,89.8
599,599,3NQUtyu0fGDFqYzG5xhslP,Hjaltalín,2017-02-03T19:21:28Z,2013-09-08,1244.0,12278,"['classic icelandic pop', 'icelandic folk', 'icelandic indie', 'icelandic pop', 'icelandic rock']",38,2013-07-01,33.392857142857146
600,600,3Nb8N20WChM0swo5qWTvm8,Tennyson,2016-09-05T18:28:53Z,2015,6.0,55284,"['edmonton indie', 'vapor twitch']",51,2018-11-01,47.333333333333336
601,601,3NcbYkrTrH0Qb1ySDHOyyq,Matt Ulery,2014-01-19T21:06:24Z,2012-06-19,579.0,441,[],10,2012-12-01,20.225806451612904
602,602,3O3zSxyLlPyLerIjwL4xM5,Maz,2016-10-14T19:58:44Z,2016-10-14,0.0,954,[],11,2015-12-01,24.548387096774192
603,603,3O5qHn9paOR4fiT7M2vukb,Prosper Van Eechaute,2017-05-24T16:29:23Z,2017-05-19,5.0,4,[],2,,
604,604,3OeXVdMvitUQsprZgeRyO3,Andre Caplet,2012-04-03T05:59:35Z,2012-02-07,56.0,438,['early modern classical'],24,2013-02-01,48.1
605,605,3PMXHMqW4MNj8usJ0fxAlj,Hey Marseilles,2013-11-02T09:57:58Z,2013-03-05,242.0,24096,"['chamber pop', 'stomp and holler']",34,2013-04-01,26.0
606,606,3PcMolaGsh2nryvBR2sQOS,Fourplay,2017-06-22T19:58:50Z,2016-02-05,503.0,85096,"['jazz funk', 'jazz fusion', 'smooth jazz']",52,2013-06-01,48.93333333333333
607,607,3QY0HtXymB2ej0xIR8RrdP,Kalbells,2017-07-29T11:50:40Z,2017-07-14,15.0,2286,[],25,2018-09-01,27.06451612903226
608,608,3Rq3YOF9YG9YfCWD4D56RZ,Nujabes,2014-09-21T06:55:07Z,2014-09-09,12.0,367841,"['chillhop', 'downtempo', 'japanese chillhop', 'jazz rap']",64,2011-12-01,57.5
609,609,3SAMS1olAlq6wJ8Y7CApjs,Miles Bonny,2018-06-15T21:38:08Z,2017-04-21,420.0,10762,['bass trip'],37,2012-10-01,12.5
610,610,3SONlwqLIP2GtaMh9pLYe5,Bill Frisell,2019-04-12T21:16:39Z,2019-04-12,0.0,52241,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']",51,2014-10-01,38.2
611,611,3SQrLX0O6RbBjmSIkwCgJb,Dave Douglas,2016-06-20T16:49:59Z,2015-06-23,363.0,7601,"['avant-garde jazz', 'brass band', 'contemporary jazz', 'contemporary post-bop', 'free improvisation', 'free jazz', 'jazz trumpet']",29,2012-09-01,46.0
612,612,3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,2013-06-11T20:32:35Z,2012-10-16,0.0,1237702,['edmonton indie'],76,2017-05-01,11.733333333333333
613,613,3T91YntaaHTAKK2GYoTUPW,Daniel Hart,2017-02-07T23:52:51Z,2012-04-17,1757.0,5193,['soundtrack'],38,2013-07-01,41.25
614,614,3TVzK3Dw7UCXu2cEUEUj2x,Bastien Keb,2017-06-13T18:18:04Z,2017-03-03,102.0,8106,['indie jazz'],42,2017-03-01,25.5
615,615,3TsEEdpuuCN1G0dPxV4uOA,Koreless,2016-11-30T18:42:19Z,2013-05-20,1290.0,20562,"['bass music', 'future garage', 'scottish electronic']",31,2013-05-01,7.0
616,616,3UaJz1tq0BBPzJBPgkBarb,Erich Wolfgang Korngold,2012-02-12T08:14:56Z,2012-02-07,5.0,4910,"['classic soundtrack', 'early modern classical']",38,2013-03-01,46.310344827586206
617,617,3UdXt9iWJmKa9Rq481qd4O,Chris Dave and The Drumhedz,2017-12-08T18:16:08Z,2017-12-08,0.0,15103,"['indie jazz', 'neo r&b']",34,2013-10-01,58.87096774193549
